binding_row_id	composition_row_id	provider_review_id	artifact_package	artifact_version	member_basename	member_sha256	soname	authority_source	supply_artifact_kind	supply_artifact_sha256	archive_member_path	retained_result_sha256	acquisition_verification_state	binding_state	blocker_ids	authority_effect	prohibited_inference
SUPPLY-BIND-4ca93f905b59df88	COMP-LIBDATRIE-PROV-001	LIBDATRIE-PROV-001	libdatrie-glibc	0.2.13	libdatrie.so.1.4.0	8052746b4003c367e811dc26686373455f687e11bf95cbbe8772a2069b86e7dd	libdatrie.so.1	experiments/glibc/selected-obsidian-provider-authority/review/libthai-libdatrie-bounded-provider-authority.tsv	PACKAGE_ARCHIVE_MEMBER	d553cf0a49e324e2595d17903d78aad8b28994a4f878c139f383e34a62592707	data/data/com.termux/files/usr/glibc/lib/libdatrie.so.1.4.0	-	OPEN_RETAINED_RESULT_COORDINATE_REQUIRED	BLOCKED_RESULT_COORDINATE_MISSING	SUPPLY-BYTE-BINDING-OPEN;RETAINED-RESULT-COORDINATE-OPEN	NO_SUPPLY_BINDING_AUTHORITY_EFFECT	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-f15188cfb594e02b	COMP-LIBEPOXY-PROV-001	LIBEPOXY-PROV-001	libepoxy-glibc	1.5.10	libepoxy.so.0.0.0	403f566468fb5212173407d041a660af0ff459841e9b0ca2274e9c28ac98c723	libepoxy.so.0	experiments/glibc/selected-obsidian-provider-authority/review/libepoxy-reference-consumed-provider-authority.tsv	PACKAGE_ARCHIVE_MEMBER	e53dc3b7f5419f13eb0948d2e16994061d2d593c1db2c535022c0d504af6a0e8	data/data/com.termux/files/usr/glibc/lib/libepoxy.so.0.0.0	-	OPEN_RETAINED_RESULT_COORDINATE_REQUIRED	BLOCKED_RESULT_COORDINATE_MISSING	SUPPLY-BYTE-BINDING-OPEN;RETAINED-RESULT-COORDINATE-OPEN	NO_SUPPLY_BINDING_AUTHORITY_EFFECT	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-ddb8c469008812c6	COMP-LIBICONV-TRANSITIVE-PROV-001	LIBICONV-TRANSITIVE-PROV-001	libiconv-glibc	1.18	libiconv.so.2.7.0	3d3edba1ecd510ddac243a3c9a5a08341219b62bc4c874241a134bc7d250f5be	libiconv.so.2	experiments/glibc/selected-obsidian-provider-authority/review/libiconv-transitive-provider-authority.tsv	PACKAGE_ARCHIVE_MEMBER	19ca841e1f63f223effac9816b9e993e97c17fbe35874960ef84056bfc2f6d7e	data/data/com.termux/files/usr/glibc/lib/libiconv.so.2.7.0	-	OPEN_RETAINED_RESULT_COORDINATE_REQUIRED	BLOCKED_RESULT_COORDINATE_MISSING	SUPPLY-BYTE-BINDING-OPEN;RETAINED-RESULT-COORDINATE-OPEN	NO_SUPPLY_BINDING_AUTHORITY_EFFECT	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-52de94c5bdd31ec9	COMP-LIBJPEG-PROV-001	LIBJPEG-PROV-001	project-libjpeg-turbo-v6b	3.1.0	libjpeg.so.62.4.0	a537840ef9da6135cb3284bc3b3e0d1fb4f624180a416c2a3964b94714eb7fe5	libjpeg.so.62	experiments/glibc/selected-obsidian-provider-authority/review/libjpeg-so-62-loader-isolated-provider-authority.tsv	RESULT_ARCHIVE_DIRECT_MEMBER	a537840ef9da6135cb3284bc3b3e0d1fb4f624180a416c2a3964b94714eb7fe5	libjpeg.so.62.4.0	4e546ac1ef2a92f3301dd51ca2328d6901a05e309da78b6d08b26211d9b621e3	DIGEST_BOUND_RETAINED_RESULT_REVIEW_INPUT	QUALIFIED_READ_ONLY_BINDING_INPUT	-	READ_ONLY_BINDING_INPUT_ONLY_NO_EXTRACTION_COPY_OR_POPULATION	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-0135b867d2fb96da	COMP-LIBTHAI-PROV-001	LIBTHAI-PROV-001	libthai-glibc	0.1.29	libthai.so.0.3.1	773a629e30546b57d650d9d991d18c64490ef5cf53062fec1e02c69ece66bf9c	libthai.so.0	experiments/glibc/selected-obsidian-provider-authority/review/libthai-libdatrie-bounded-provider-authority.tsv	PACKAGE_ARCHIVE_MEMBER	5aa1d090525e71302abf48532d522049c59f6aae76880b558558ea97b2c73cd8	data/data/com.termux/files/usr/glibc/lib/libthai.so.0.3.1	-	OPEN_RETAINED_RESULT_COORDINATE_REQUIRED	BLOCKED_RESULT_COORDINATE_MISSING	SUPPLY-BYTE-BINDING-OPEN;RETAINED-RESULT-COORDINATE-OPEN	NO_SUPPLY_BINDING_AUTHORITY_EFFECT	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-7413e391ffbaa8dc	COMP-LIBXCURSOR-PROV-001	LIBXCURSOR-PROV-001	libxcursor-glibc	1.2.3	libXcursor.so.1.0.2	86e70b94186edb4c16cf00f2bcea4a03ea09bb486ee6a079dd11d3ef6fffe722	libXcursor.so.1	experiments/glibc/selected-obsidian-provider-authority/review/libxcursor-bounded-provider-authority.tsv	PACKAGE_ARCHIVE_MEMBER	7901dd136016df9d694e38bb17923812f539241475e7ac97935c8dcdfcceb902	data/data/com.termux/files/usr/glibc/lib/libXcursor.so.1.0.2	-	OPEN_RETAINED_RESULT_COORDINATE_REQUIRED	BLOCKED_RESULT_COORDINATE_MISSING	SUPPLY-BYTE-BINDING-OPEN;RETAINED-RESULT-COORDINATE-OPEN	NO_SUPPLY_BINDING_AUTHORITY_EFFECT	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-e4231f7f471a4df0	COMP-LIBXDAMAGE-PROV-001	LIBXDAMAGE-PROV-001	libxdamage-glibc	1.1.6	libXdamage.so.1.1.0	391916aff0965656e7b81ece7766e3b22068462867b1dd88a0a051b3db9c2d7c	libXdamage.so.1	experiments/glibc/selected-obsidian-provider-authority/review/libxdamage-bounded-provider-authority.tsv	PACKAGE_ARCHIVE_MEMBER	09062711dd28f7268f3d7f75c85b3b42a55d3e6d70d1644a9853ee0b4c0e7890	data/data/com.termux/files/usr/glibc/lib/libXdamage.so.1.1.0	462b613a0d6a2c2e2eefdff6742fd16014311f87606916ab0982220998612f6c	DIGEST_BOUND_RETAINED_RESULT_REVIEW_INPUT	QUALIFIED_READ_ONLY_BINDING_INPUT	-	READ_ONLY_BINDING_INPUT_ONLY_NO_EXTRACTION_COPY_OR_POPULATION	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-77a2cfc00e6a037a	COMP-LIBXKBCOMMON-PROV-001	LIBXKBCOMMON-PROV-001	libxkbcommon-glibc	1.8.0	libxkbcommon.so.0.8.0	fee84d5d95a085a94d300186040a54b9844a491b599b1156867624af6b4e8ba9	libxkbcommon.so.0	experiments/glibc/selected-obsidian-provider-authority/review/libxkbcommon-bounded-provider-authority.tsv	PACKAGE_ARCHIVE_MEMBER	e58eca6f9c0e0d068d80dabd3b289d6b1b4cdaa25fc91053d21392ecfbf54f97	data/data/com.termux/files/usr/glibc/lib/libxkbcommon.so.0.8.0	-	OPEN_RETAINED_RESULT_COORDINATE_REQUIRED	BLOCKED_RESULT_COORDINATE_MISSING	SUPPLY-BYTE-BINDING-OPEN;RETAINED-RESULT-COORDINATE-OPEN	NO_SUPPLY_BINDING_AUTHORITY_EFFECT	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-48ffaeebe4d6aa6b	COMP-PANGO-PROV-001-1	PANGO-PROV-001	pango-glibc	1.54.0	libpango-1.0.so.0.5400.0	7debdcbc3dec18f7377e53a07a4d14159cde68b4cc07f0ed1c087f9d56268336	libpango-1.0.so.0	experiments/glibc/selected-obsidian-provider-authority/review/pango-reference-consumed-provider-authority.tsv	PACKAGE_ARCHIVE_MEMBER	7fdbef58f2a4fff712db62b7fcd0cab0bde91373eb4d1d133e97e947b9f43084	data/data/com.termux/files/usr/glibc/lib/libpango-1.0.so.0.5400.0	-	OPEN_RETAINED_RESULT_COORDINATE_REQUIRED	BLOCKED_RESULT_COORDINATE_MISSING	SUPPLY-BYTE-BINDING-OPEN;RETAINED-RESULT-COORDINATE-OPEN	NO_SUPPLY_BINDING_AUTHORITY_EFFECT	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-b87b2890d79eee44	COMP-PANGO-PROV-001-2	PANGO-PROV-001	pango-glibc	1.54.0	libpangoft2-1.0.so.0.5400.0	d80ef53ee344d7661acfa9b2fc863a61f24a2ff4f4492162eaa1582d62c2b305	libpangoft2-1.0.so.0	experiments/glibc/selected-obsidian-provider-authority/review/pango-reference-consumed-provider-authority.tsv	PACKAGE_ARCHIVE_MEMBER	7fdbef58f2a4fff712db62b7fcd0cab0bde91373eb4d1d133e97e947b9f43084	data/data/com.termux/files/usr/glibc/lib/libpangoft2-1.0.so.0.5400.0	-	OPEN_RETAINED_RESULT_COORDINATE_REQUIRED	BLOCKED_RESULT_COORDINATE_MISSING	SUPPLY-BYTE-BINDING-OPEN;RETAINED-RESULT-COORDINATE-OPEN	NO_SUPPLY_BINDING_AUTHORITY_EFFECT	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-4a226f23b35042c6	COMP-PANGO-PROV-001-3	PANGO-PROV-001	pango-glibc	1.54.0	libpangocairo-1.0.so.0.5400.0	c5ac95a46ad20c9536c0d63b38e1ee728f2d71e865e5aad6034e65f89f0ba708	libpangocairo-1.0.so.0	experiments/glibc/selected-obsidian-provider-authority/review/pango-reference-consumed-provider-authority.tsv	PACKAGE_ARCHIVE_MEMBER	7fdbef58f2a4fff712db62b7fcd0cab0bde91373eb4d1d133e97e947b9f43084	data/data/com.termux/files/usr/glibc/lib/libpangocairo-1.0.so.0.5400.0	-	OPEN_RETAINED_RESULT_COORDINATE_REQUIRED	BLOCKED_RESULT_COORDINATE_MISSING	SUPPLY-BYTE-BINDING-OPEN;RETAINED-RESULT-COORDINATE-OPEN	NO_SUPPLY_BINDING_AUTHORITY_EFFECT	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-62fceac3ed057076	COMP-PIXMAN-CAIRO-PREQ-PROV-001	PIXMAN-CAIRO-PREQ-PROV-001	libpixman-glibc	0.46.4	libpixman-1.so.0.46.4	cab54c7f8e4c3a5c1980aa7564b9321114418f2d3c6fa37a3c0723f9f22e1eb2	libpixman-1.so.0	experiments/glibc/selected-obsidian-provider-authority/review/pixman-cairo-prerequisite-provider-authority.tsv	PACKAGE_ARCHIVE_MEMBER	5becc25134aef71b8b4ed629272bd13b0be7271f01b60a48670ea938f2e83b17	data/data/com.termux/files/usr/glibc/lib/libpixman-1.so.0.46.4	3df4f72452b6fb36525ea651f58a0d9d0e551d6ab1f0076653588e767fb1ad9a	DIGEST_BOUND_RETAINED_RESULT_REVIEW_INPUT	QUALIFIED_READ_ONLY_BINDING_INPUT	-	READ_ONLY_BINDING_INPUT_ONLY_NO_EXTRACTION_COPY_OR_POPULATION	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-241279dce170d312	COMP-XORG-PROV-001	XORG-PROV-001	libxfixes-glibc	6.0.1	libXfixes.so.3.1.0	271e82cbc4aa3db8ff36ad44735552153b6fbaa787bf59b6ec0b20f63d0f386d	libXfixes.so.3	experiments/glibc/selected-obsidian-provider-authority/review/xorg-reference-consumed-provider-authority.tsv	PACKAGE_ARCHIVE_MEMBER	23fe7f6003d9607db6af5c31b995616270c319f2af11ddcd6292facd43b25b66	data/data/com.termux/files/usr/glibc/lib/libXfixes.so.3.1.0	-	OPEN_RETAINED_RESULT_COORDINATE_REQUIRED	BLOCKED_RESULT_COORDINATE_MISSING	SUPPLY-BYTE-BINDING-OPEN;RETAINED-RESULT-COORDINATE-OPEN	NO_SUPPLY_BINDING_AUTHORITY_EFFECT	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-65b048de3e7f7475	COMP-XORG-PROV-002	XORG-PROV-002	libxcomposite-glibc	0.4.6	libXcomposite.so.1.0.0	1f478bf11bbe2182f1316611d0f0ef56596918d27ce69c3b034dcbd1baee4c2d	libXcomposite.so.1	experiments/glibc/selected-obsidian-provider-authority/review/xorg-reference-consumed-provider-authority.tsv	PACKAGE_ARCHIVE_MEMBER	6dc0ea80780ab017ce1ec52c1c6d827a544f8d74746c1fc2165f67e2600f73bd	data/data/com.termux/files/usr/glibc/lib/libXcomposite.so.1.0.0	-	OPEN_RETAINED_RESULT_COORDINATE_REQUIRED	BLOCKED_RESULT_COORDINATE_MISSING	SUPPLY-BYTE-BINDING-OPEN;RETAINED-RESULT-COORDINATE-OPEN	NO_SUPPLY_BINDING_AUTHORITY_EFFECT	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-15e36e0d326de8a6	COMP-XORG-PROV-003	XORG-PROV-003	libxi-glibc	1.8.2	libXi.so.6.1.0	6f50cad56bb44c7900e692697bb5afcdd68c889be0c95eeda3775c8a2ac4de00	libXi.so.6	experiments/glibc/selected-obsidian-provider-authority/review/xorg-reference-consumed-provider-authority.tsv	PACKAGE_ARCHIVE_MEMBER	716705064cc53d3237a377fe4b0620550ed9600417fca5574634e76e2381c295	data/data/com.termux/files/usr/glibc/lib/libXi.so.6.1.0	-	OPEN_RETAINED_RESULT_COORDINATE_REQUIRED	BLOCKED_RESULT_COORDINATE_MISSING	SUPPLY-BYTE-BINDING-OPEN;RETAINED-RESULT-COORDINATE-OPEN	NO_SUPPLY_BINDING_AUTHORITY_EFFECT	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-a5e1a29cec8749dd	COMP-XORG-PROV-004	XORG-PROV-004	libxinerama-glibc	1.1.5	libXinerama.so.1.0.0	bff931629d90ef6858b43e6fa3b593b7a646ae8febcc2576e906fc9c397d1e2a	libXinerama.so.1	experiments/glibc/selected-obsidian-provider-authority/review/xorg-reference-consumed-provider-authority.tsv	PACKAGE_ARCHIVE_MEMBER	e849c9e0a6ea5f42d9cf3421aece4153cae17ed0c5d5df8ef7b9eee4d428db4d	data/data/com.termux/files/usr/glibc/lib/libXinerama.so.1.0.0	-	OPEN_RETAINED_RESULT_COORDINATE_REQUIRED	BLOCKED_RESULT_COORDINATE_MISSING	SUPPLY-BYTE-BINDING-OPEN;RETAINED-RESULT-COORDINATE-OPEN	NO_SUPPLY_BINDING_AUTHORITY_EFFECT	RESULT_OR_ARTIFACT_IDENTITY_DOES_NOT_AUTHORIZE_DOWNLOAD_EXTRACTION_COPY_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
