coverage_kind	source_id	sequence	implementation_symbol	enforcement_layer	synthetic_case	current_state	authority_effect
OPERATION	LSLA-OP-033	33	model_operation_limits	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-034	34	model_operation_orchestration	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-035	35	model_operation_orchestration	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-036	36	model_operation_gate	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-037	37	model_operation_gate	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-038	38	model_operation_execute	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-039	39	model_operation_execute	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-040	40	model_operation_execute	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-041	41	model_operation_evidence	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-042	42	model_operation_evidence	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-043	43	model_operation_replay_commit	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-044	44	model_operation_replay_commit	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-045	45	model_operation_protected	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-046	46	model_operation_protected	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-047	47	model_operation_result	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-048	48	model_operation_result	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-049	49	model_operation_result	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-050	50	model_operation_result	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-051	51	model_operation_result	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-052	52	model_operation_finalize	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-001	1	model_failure_package	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	package-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-002	2	model_failure_source_authority	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	source-authority-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-003	3	model_failure_owner_decision	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	owner-decision-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-004	4	model_failure_owner_token	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	owner-token-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-005	5	model_failure_coordinate_receipt	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	coordinate-receipt-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-006	6	model_failure_revocation	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	revocation-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-007	7	model_failure_execution_authorization	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	execution-authorization-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-008	8	model_failure_repository_baseline	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	repository-baseline-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-009	9	model_failure_remote_baseline	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	remote-baseline-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-010	10	model_failure_executor	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	executor-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-011	11	model_failure_trusted_time	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	trusted-time-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-012	12	model_failure_replay_registry	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	replay-registry-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-013	13	model_failure_replay_duplicate	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	replay-duplicate	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-014	14	model_failure_replay_order	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	replay-order-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-015	15	model_failure_protected_before	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	protected-before-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-016	16	model_failure_output_root	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	output-root-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-017	17	model_failure_resource_limit	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	resource-limit-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-018	18	model_failure_orchestration_identity	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	orchestration-identity-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-019	19	model_failure_synthetic_rewrite	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	synthetic-rewrite-attempt	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-020	20	model_failure_premature_provider_open	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	premature-provider-open	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-021	21	model_failure_provider_path	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	provider-path-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-022	22	model_failure_provider_content	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	provider-content-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-023	23	model_failure_whole_map	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	whole-map-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-024	24	model_failure_evidence_receipt	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	evidence-receipt-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-025	25	model_failure_replay_append	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	replay-append-failed	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-026	26	model_failure_protected_after	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	protected-after-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-027	27	model_failure_protected_invariance	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	protected-invariance-failed	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-028	28	model_failure_result_index	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	result-index-failed	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-029	29	model_failure_result_delivery	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	result-delivery-failed	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
FAILURE	LSLA-FAIL-030	30	model_failure_rollback_recovery	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	rollback-recovery-failed	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
