object_review_id	evidence_row_id	review_tier	capability_partition	identity_label	artifact_id	artifact_package	artifact_version	artifact_sha256	recipe_root	recipe_tree	member_path	member_sha256	observed_soname	alias_member_path	alias_link_target	object_class	closure_lane_ids	root_requirement_set	object_requirement_set	direct_gap_requirement_set	local_foundation_completion_set	prerequisite_requirement_set	completion_gate	work_state	final_provider_state	authority_state	target_population_state
generic-object-review:94116582b88bbac114f6	selected:1997bce83f1eb5ffef9a	T1_MATERIAL_DELTA_AND_DRIFT	gtk-gui	libgobject-2.0.so.0.8400.4	generic-artifact:d91fe1202c51f7e59b12	glib-glibc	2.82.2-2	d91fe1202c51f7e59b120d3b475e24cdc2ac2cc28f2804e9bcf4919b775978e6	gpkg/glib	de335e6ba82f295978c17dcf3666a38bfd51538f	data/data/com.termux/files/usr/glibc/lib/libgobject-2.0.so.0.8200.2	de13928664709a9cecd61f50dcc4d2294d0c2ff91f147d0827d209cd03af45a6	libgobject-2.0.so.0	data/data/com.termux/files/usr/glibc/lib/libgobject-2.0.so.0	libgobject-2.0.so.0.8200.2	ALIAS_TARGET_DRIFT	GC-02;GC-03;GC-04;GC-05;GC-06	AD-001;AD-002;AD-003;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004;CF-001;CF-002;CF-003;CF-004	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005;CF-001;CF-003;CF-004	AD-001;AD-002;AD-004;BA-003;CF-002	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;CF-001;CF-002;CF-003;CF-004	ROOT_BUILD_AND_ADAPTATION_CLOSURE_PLUS_CONSUMER_BINDING_AND_FILENAME_CONTINUITY_POLICY	GAP_CLOSURE_WORK_UNIT_DEFINED_AUTHORITY_BLOCKED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-review:cab2fdee3ac4e25f1141	selected:9e92e4a04c351aabb559	T1_MATERIAL_DELTA_AND_DRIFT	security	libsqlite3.so.0.8.6	generic-artifact:d377605da9efe94727a1	libsqlite-glibc	3.49.1	d377605da9efe94727a1d77f0e3566a27e7206edfb31535a92152cf39fe7461f	gpkg/libsqlite	f40cf35fe65fe08cdcc5dc69d36e19c5bbcca408	data/data/com.termux/files/usr/glibc/lib/libsqlite3.so.3.49.1	2a901f7f48221cb87e67a56d4b6eeb2d2fb2c252d6501a9b357db40d891e7d27	libsqlite3.so.0	data/data/com.termux/files/usr/glibc/lib/libsqlite3.so.0	libsqlite3.so.3.49.1	ALIAS_TARGET_DRIFT	GC-02;GC-03;GC-04;GC-05;GC-06	AD-001;AD-002;AD-003;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004;CF-001;CF-002;CF-003;CF-004	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005;CF-001;CF-003;CF-004	AD-001;AD-002;AD-004;BA-003;CF-002	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;CF-001;CF-002;CF-003;CF-004	ROOT_BUILD_AND_ADAPTATION_CLOSURE_PLUS_CONSUMER_BINDING_AND_FILENAME_CONTINUITY_POLICY	GAP_CLOSURE_WORK_UNIT_DEFINED_AUTHORITY_BLOCKED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-review:d3da4cccc7de5661836d	selected:fec77ea4c45ec1a2990d	T4_CONFIGURATION_OR_PACKAGING_EXACT	gtk-gui	libthai.so.0.3.1	generic-artifact:5aa1d090525e71302abf	libthai-glibc	0.1.29	5aa1d090525e71302abf48532d522049c59f6aae76880b558558ea97b2c73cd8	gpkg/libthai	4943c66ff96eeddc0d6d05a57fb24418fb0cd7d2	data/data/com.termux/files/usr/glibc/lib/libthai.so.0.3.1	773a629e30546b57d650d9d991d18c64490ef5cf53062fec1e02c69ece66bf9c	libthai.so.0	-	-	EXACT_MEMBER	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004	AD-003;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	AD-001;AD-002;AD-003;BA-001;BA-002;BA-003;BA-004	ROOT_BUILD_AND_ADAPTATION_CLOSURE_PLUS_OBJECT_OUTPUT_AND_IMPACT_REVIEW	GAP_CLOSURE_WORK_UNIT_DEFINED_AUTHORITY_BLOCKED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-review:d87c86abe4990b7ac346	selected:9f95a9cc7b1ea3e0cdc6	T2_MATERIAL_DELTA_EXACT	graphics	libgbm.so.1.0.0	generic-artifact:fc88e9a3b2ca583b6398	mesa-glibc	24.2.6	fc88e9a3b2ca583b639834ff9b6005df28b97e70f70e57b689f68548a94163ec	gpkg/mesa	722eafd0258762f44c50228b3b66cc7a29cfcb3e	data/data/com.termux/files/usr/glibc/lib/libgbm.so.1.0.0	edf92bc03c229f21ebd6f7eb6dfe048be1da45f27c4ab8acbbea081fb1a96eeb	libgbm.so.1	-	-	EXACT_MEMBER	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004	ROOT_BUILD_AND_ADAPTATION_CLOSURE_PLUS_OBJECT_OUTPUT_AND_IMPACT_REVIEW	GAP_CLOSURE_WORK_UNIT_DEFINED_AUTHORITY_BLOCKED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-review:de033a9cfea119d21aa3	selected:5112da4dd8080fe0687f	T1_MATERIAL_DELTA_AND_DRIFT	printing	libdbus-1.so.3.38.3	generic-artifact:a1ee6a6519c54ebfcd61	dbus-glibc	1.15.6-2	a1ee6a6519c54ebfcd6157c89481265d5aafe2d7ddb25bd9df0d3308c3a9bda1	gpkg/dbus	d7c789ccea51cdb6d13196fd106f32daf6c75822	data/data/com.termux/files/usr/glibc/lib/libdbus-1.so.3.37.0	f46d9550be95233bbf54762b1b88c26ff27436b3fc6f48b3a9c7a98bc4a52202	libdbus-1.so.3	data/data/com.termux/files/usr/glibc/lib/libdbus-1.so.3	libdbus-1.so.3.37.0	ALIAS_TARGET_DRIFT	GC-02;GC-03;GC-04;GC-05;GC-06	AD-001;AD-002;AD-003;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004;CF-001;CF-002;CF-003;CF-004	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005;CF-001;CF-003;CF-004	AD-001;AD-002;AD-004;BA-003;CF-002	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;CF-001;CF-002;CF-003;CF-004	ROOT_BUILD_AND_ADAPTATION_CLOSURE_PLUS_CONSUMER_BINDING_AND_FILENAME_CONTINUITY_POLICY	GAP_CLOSURE_WORK_UNIT_DEFINED_AUTHORITY_BLOCKED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-review:e0e8124cbdfc02fed759	selected:f81e2ae2dd9ff402c2fc	T4_CONFIGURATION_OR_PACKAGING_EXACT	printing	libp11-kit.so.0.4.1	generic-artifact:66a84ee486990761f3d2	p11-kit-glibc	0.25.5	66a84ee486990761f3d2125186027e009781d92171d50c0b88a74b391f56b960	gpkg/p11-kit	ad0661176a924458c36e3d6243aa83a52fe0fd55	data/data/com.termux/files/usr/glibc/lib/libp11-kit.so.0.4.1	c0e7b00af68cc0196b12581446c6fe3f15c16cd3609949b03f29c4fa16c9a0ee	libp11-kit.so.0	-	-	EXACT_MEMBER	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004	AD-003;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	AD-001;AD-002;AD-003;BA-001;BA-002;BA-003;BA-004	ROOT_BUILD_AND_ADAPTATION_CLOSURE_PLUS_OBJECT_OUTPUT_AND_IMPACT_REVIEW	GAP_CLOSURE_WORK_UNIT_DEFINED_AUTHORITY_BLOCKED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-review:e43c9615521e6961f93a	selected:b869b82b3c70ee88cb30	T6_NO_TOKEN_EXACT	gtk-gui	libXi.so.6.1.0	generic-artifact:716705064cc53d3237a3	libxi-glibc	1.8.2	716705064cc53d3237a377fe4b0620550ed9600417fca5574634e76e2381c295	gpkg/libxi	9be86de0575a2ae7c8e904d6724d07bacd96d099	data/data/com.termux/files/usr/glibc/lib/libXi.so.6.1.0	6f50cad56bb44c7900e692697bb5afcdd68c889be0c95eeda3775c8a2ac4de00	libXi.so.6	-	-	EXACT_MEMBER	GC-02;GC-03;GC-04;GC-06	AD-002;AD-003;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004	AD-003;BA-001;BA-002;BA-004;BA-005	AD-002;AD-004;AD-006;BA-003	AD-001;AD-002;AD-003;BA-001;BA-002;BA-003;BA-004	ROOT_BUILD_AND_ADAPTATION_CLOSURE_PLUS_OBJECT_OUTPUT_AND_IMPACT_REVIEW	GAP_CLOSURE_WORK_UNIT_DEFINED_AUTHORITY_BLOCKED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-review:e5f19501532579a30e66	selected:c41cd8cc82847fba1410	T1_MATERIAL_DELTA_AND_DRIFT	gtk-gui	libharfbuzz.so.0.61020.0	generic-artifact:d0e4a83180560341dc02	harfbuzz-glibc	10.1.0	d0e4a83180560341dc02fccd3b2df1892338a84c4cecfa4c7f6bc1c2566eacfc	gpkg/harfbuzz	f353d5f116250f7bcab7ecf062cdb13728b0ecc8	data/data/com.termux/files/usr/glibc/lib/libharfbuzz.so.0.61010.0	179133d6e95f6e378f44ad9222255620ecdd39c30c5aedce028d99f2b28470c6	libharfbuzz.so.0	data/data/com.termux/files/usr/glibc/lib/libharfbuzz.so.0	libharfbuzz.so.0.61010.0	ALIAS_TARGET_DRIFT	GC-02;GC-03;GC-04;GC-05;GC-06	AD-001;AD-002;AD-003;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004;CF-001;CF-002;CF-003;CF-004	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005;CF-001;CF-003;CF-004	AD-001;AD-002;AD-004;BA-003;CF-002	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;CF-001;CF-002;CF-003;CF-004	ROOT_BUILD_AND_ADAPTATION_CLOSURE_PLUS_CONSUMER_BINDING_AND_FILENAME_CONTINUITY_POLICY	GAP_CLOSURE_WORK_UNIT_DEFINED_AUTHORITY_BLOCKED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-review:e6ef5a2c907136047cd8	selected:d73a4eb5d9d5ee688632	T5_NO_TOKEN_AND_DRIFT	gtk-gui	libpangocairo-1.0.so.0.5600.3	generic-artifact:7fdbef58f2a4fff712db	pango-glibc	1.54.0	7fdbef58f2a4fff712db62b7fcd0cab0bde91373eb4d1d133e97e947b9f43084	gpkg/pango	f9e9e2303e2c91322f7edcf1bc0c3b99f2d1d74a	data/data/com.termux/files/usr/glibc/lib/libpangocairo-1.0.so.0.5400.0	c5ac95a46ad20c9536c0d63b38e1ee728f2d71e865e5aad6034e65f89f0ba708	libpangocairo-1.0.so.0	data/data/com.termux/files/usr/glibc/lib/libpangocairo-1.0.so.0	libpangocairo-1.0.so.0.5400.0	ALIAS_TARGET_DRIFT	GC-02;GC-03;GC-04;GC-05;GC-06	AD-002;AD-003;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004;CF-001;CF-002;CF-003;CF-004	AD-003;BA-001;BA-002;BA-004;BA-005;CF-001;CF-003;CF-004	AD-002;AD-004;AD-006;BA-003;CF-002	AD-001;AD-002;AD-003;BA-001;BA-002;BA-003;BA-004;CF-001;CF-002;CF-003;CF-004	ROOT_BUILD_AND_ADAPTATION_CLOSURE_PLUS_CONSUMER_BINDING_AND_FILENAME_CONTINUITY_POLICY	GAP_CLOSURE_WORK_UNIT_DEFINED_AUTHORITY_BLOCKED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-review:e833aa37b08d3afa5a5c	selected:6d981b8963608a8e0e6b	T4_CONFIGURATION_OR_PACKAGING_EXACT	printing	libhogweed.so.6.10	generic-artifact:8583729139206b5b11da	libnettle-glibc	3.10.1	8583729139206b5b11da3b9e38934d90f5f632a8dd99b2f864dbdb6c37ad3e3f	gpkg/libnettle	123402f8505f9f9af168f50f1d32f026f12be5f0	data/data/com.termux/files/usr/glibc/lib/libhogweed.so.6.10	d2348defa0c9c0c320b6a3825c49f75d5d942895990cd86b5d276c628309d917	libhogweed.so.6	-	-	EXACT_MEMBER	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004	AD-003;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	AD-001;AD-002;AD-003;BA-001;BA-002;BA-003;BA-004	ROOT_BUILD_AND_ADAPTATION_CLOSURE_PLUS_OBJECT_OUTPUT_AND_IMPACT_REVIEW	GAP_CLOSURE_WORK_UNIT_DEFINED_AUTHORITY_BLOCKED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-review:ee4a5877692db0f8091b	selected:8415133f42365efb9394	T4_CONFIGURATION_OR_PACKAGING_EXACT	printing	libgnutls.so.30.40.3	generic-artifact:e072748f2ddba21f0193	libgnutls-glibc	3.8.9	e072748f2ddba21f0193604132d578c406267931692c0291f1a87da1899980da	gpkg/libgnutls	8851cd93d2e7c823b86e3940d7b61fd1965594e6	data/data/com.termux/files/usr/glibc/lib/libgnutls.so.30.40.3	53fb8f500bbc0c3e900fc26701ef58641ad018993682dba3fff76525e7923244	libgnutls.so.30	-	-	EXACT_MEMBER	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004	AD-003;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	AD-001;AD-002;AD-003;BA-001;BA-002;BA-003;BA-004	ROOT_BUILD_AND_ADAPTATION_CLOSURE_PLUS_OBJECT_OUTPUT_AND_IMPACT_REVIEW	GAP_CLOSURE_WORK_UNIT_DEFINED_AUTHORITY_BLOCKED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-review:f2e71ab7c45982edc26d	selected:1db5922d01fc2d9e4533	T4_CONFIGURATION_OR_PACKAGING_EXACT	printing	libnettle.so.8.10	generic-artifact:8583729139206b5b11da	libnettle-glibc	3.10.1	8583729139206b5b11da3b9e38934d90f5f632a8dd99b2f864dbdb6c37ad3e3f	gpkg/libnettle	123402f8505f9f9af168f50f1d32f026f12be5f0	data/data/com.termux/files/usr/glibc/lib/libnettle.so.8.10	837665a62a1490edf39c239b399f8ab35a0f051fbf591a78b39e6eb3d8d509ef	libnettle.so.8	-	-	EXACT_MEMBER	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004	AD-003;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	AD-001;AD-002;AD-003;BA-001;BA-002;BA-003;BA-004	ROOT_BUILD_AND_ADAPTATION_CLOSURE_PLUS_OBJECT_OUTPUT_AND_IMPACT_REVIEW	GAP_CLOSURE_WORK_UNIT_DEFINED_AUTHORITY_BLOCKED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-review:f571857f3fb7afa01572	selected:0b18b06fa4677d21f2ca	T2_MATERIAL_DELTA_EXACT	graphics	libvulkan_freedreno.so	generic-artifact:f45523463ae7a6b19c5c	mesa-vulkan-icd-freedreno-glibc	24.2.6	f45523463ae7a6b19c5c4e77bf42eff38124dfe13cc97fce34fc2bf820f41c6a	gpkg/mesa	722eafd0258762f44c50228b3b66cc7a29cfcb3e	data/data/com.termux/files/usr/glibc/lib/libvulkan_freedreno.so	98940908fad4896751fd3fefee9f90877cae11a074c4ed4d4e9e14d36f1f7e30	libvulkan_freedreno.so	-	-	EXACT_MEMBER	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004	ROOT_BUILD_AND_ADAPTATION_CLOSURE_PLUS_OBJECT_OUTPUT_AND_IMPACT_REVIEW	GAP_CLOSURE_WORK_UNIT_DEFINED_AUTHORITY_BLOCKED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-review:f6ed3b97327067c5e9f9	selected:6e7f73b2a1ff4758f39a	T1_MATERIAL_DELTA_AND_DRIFT	gtk-gui	libgmodule-2.0.so.0.8400.4	generic-artifact:d91fe1202c51f7e59b12	glib-glibc	2.82.2-2	d91fe1202c51f7e59b120d3b475e24cdc2ac2cc28f2804e9bcf4919b775978e6	gpkg/glib	de335e6ba82f295978c17dcf3666a38bfd51538f	data/data/com.termux/files/usr/glibc/lib/libgmodule-2.0.so.0.8200.2	feaad9c286e9a1af3cff94a78924f543bc0f4d7f8dfc05c9ec13eb1c3d8764bf	libgmodule-2.0.so.0	data/data/com.termux/files/usr/glibc/lib/libgmodule-2.0.so.0	libgmodule-2.0.so.0.8200.2	ALIAS_TARGET_DRIFT	GC-02;GC-03;GC-04;GC-05;GC-06	AD-001;AD-002;AD-003;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004;CF-001;CF-002;CF-003;CF-004	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005;CF-001;CF-003;CF-004	AD-001;AD-002;AD-004;BA-003;CF-002	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;CF-001;CF-002;CF-003;CF-004	ROOT_BUILD_AND_ADAPTATION_CLOSURE_PLUS_CONSUMER_BINDING_AND_FILENAME_CONTINUITY_POLICY	GAP_CLOSURE_WORK_UNIT_DEFINED_AUTHORITY_BLOCKED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-review:f7cd8d1f2115948790df	selected:0eab80f8c75b58f5c92a	T1_MATERIAL_DELTA_AND_DRIFT	gtk-gui	libxkbcommon.so.0.0.0	generic-artifact:e58eca6f9c0e0d068d80	libxkbcommon-glibc	1.8.0	e58eca6f9c0e0d068d80dabd3b289d6b1b4cdaa25fc91053d21392ecfbf54f97	gpkg/libxkbcommon	5fda5da07e6b38230082785d352adc4e6fb9c4da	data/data/com.termux/files/usr/glibc/lib/libxkbcommon.so.0.8.0	fee84d5d95a085a94d300186040a54b9844a491b599b1156867624af6b4e8ba9	libxkbcommon.so.0	data/data/com.termux/files/usr/glibc/lib/libxkbcommon.so.0	libxkbcommon.so.0.8.0	ALIAS_TARGET_DRIFT	GC-02;GC-03;GC-04;GC-05;GC-06	AD-001;AD-002;AD-003;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004;CF-001;CF-002;CF-003;CF-004	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005;CF-001;CF-003;CF-004	AD-001;AD-002;AD-004;BA-003;CF-002	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;CF-001;CF-002;CF-003;CF-004	ROOT_BUILD_AND_ADAPTATION_CLOSURE_PLUS_CONSUMER_BINDING_AND_FILENAME_CONTINUITY_POLICY	GAP_CLOSURE_WORK_UNIT_DEFINED_AUTHORITY_BLOCKED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-review:fc085dca914b298d1356	selected:a7e42baafca8ed4717e3	T0_OBJECT_REQUIREMENT_CORRECTION	gtk-gui	libjpeg.so.62.3.0	generic-artifact:e672a721d7a949048cab	libjpeg-turbo-glibc	3.1.0	e672a721d7a949048cab5c7073ef0a0c05f627b8fc691ecc2d0adea6a5a5689e	gpkg/libjpeg-turbo	cb58a7c1d7f4a1f89d036e4c80da596c0c61234c	-	-	-	-	-	OBJECT_REQUIREMENT_BLOCKED	GC-01;GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;BA-001;BA-002;BA-003;BA-004;BA-005	AD-004;OJ-001	AD-003;BA-001;BA-002;BA-004;BA-005;OJ-001	AD-001;AD-002;AD-004;BA-003	AD-001;AD-002;AD-003;BA-001;BA-002;BA-003;BA-004	CORRECT_OBJECT_REQUIREMENT_BEFORE_OTHER_AUTHORITY_REVIEW	OBJECT_REQUIREMENT_CORRECTION_WORK_UNIT_DEFINED	UNRESOLVED	OPEN_NO_ACCEPTANCE	UNPOPULATED
