binding_row_id	provider_review_id	artifact_package	member_basename	member_sha256	prior_coordinate_state	closure_kind	replacement_result_remote	replacement_drive_file_id	replacement_result_sha256	replacement_result_index_sha256	artifact_evidence_path	member_evidence_path	status_surface_boundary	coordinate_state	index_state	remaining_blocker_ids	authority_effect	prohibited_inference
SUPPLY-BIND-0c1676a7d8163bd1	GRAPHITE2-HARFBUZZ-PREQ-PROV-001	libgraphite-glibc	libgraphite2.so.3.2.1	6caaa46abe585228b0fa45a60bdbb5e9951384148963856d1ce2e886e5b06e7f	RETAINED_RESULT_DIGEST_ALREADY_BOUND	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:b0ae73019a2b442d96daa148219cfcf21f265b8dec48d82aef74dd95d536f29f	-	b0ae73019a2b442d96daa148219cfcf21f265b8dec48d82aef74dd95d536f29f	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	data/data/com.termux/files/usr/glibc/lib/libgraphite2.so.3.2.1	EXISTING_AUTHORITY_STATUS_RETAINED	CLOSED	CLOSED_EXISTING_DIGEST_BOUND	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-03cd69028df0dc67	GTK3-CORE-PROV-001	gtk3-glibc	libgdk-3.so.0.2417.32	a237c3070ff1704f119cc318b6b837a9430a350648476123c1be75ba768d415d	RETAINED_RESULT_DIGEST_ALREADY_BOUND	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	-	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	lib/libgdk-3.so.0.2417.32	EXISTING_AUTHORITY_STATUS_RETAINED	CLOSED	CLOSED_EXISTING_DIGEST_BOUND	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-39241974f6fe40e9	GTK3-CORE-PROV-001	gtk3-glibc	libgtk-3.so.0.2417.32	0404b91acdaa3a2558e3a11214918692f64d0ba3cebaae4722e3aa4a61f31bc6	RETAINED_RESULT_DIGEST_ALREADY_BOUND	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	-	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	lib/libgtk-3.so.0.2417.32	EXISTING_AUTHORITY_STATUS_RETAINED	CLOSED	CLOSED_EXISTING_DIGEST_BOUND	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-69cbf57a88f95002	HARFBUZZ-PROV-001	harfbuzz-glibc	libharfbuzz.so.0.61010.0	179133d6e95f6e378f44ad9222255620ecdd39c30c5aedce028d99f2b28470c6	RETAINED_RESULT_COORDINATE_MISSING	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-pango-dependency-packages/harfbuzz-glibc_10.1.0_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libharfbuzz.so.0.61010.0	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-70d49a8b9117326c	LIBCLOUDPROVIDERS-PROV-001	libcloudproviders-glibc	libcloudproviders.so.0.3.6	54dea7e30b9e02f5626a374e5b62e5e975684a426a940f525a18eb4ce9e4f030	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-gtk-active-dependency-packages/libcloudproviders-glibc_0.3.6_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libcloudproviders.so.0.3.6	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-4ca93f905b59df88	LIBDATRIE-PROV-001	libdatrie-glibc	libdatrie.so.1.4.0	8052746b4003c367e811dc26686373455f687e11bf95cbbe8772a2069b86e7dd	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-pango-dependency-packages/libdatrie-glibc_0.2.13_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libdatrie.so.1.4.0	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-f15188cfb594e02b	LIBEPOXY-PROV-001	libepoxy-glibc	libepoxy.so.0.0.0	403f566468fb5212173407d041a660af0ff459841e9b0ca2274e9c28ac98c723	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-epoxy-dependency-packages/libepoxy-glibc_1.5.10_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libepoxy.so.0.0.0	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-ddb8c469008812c6	LIBICONV-TRANSITIVE-PROV-001	libiconv-glibc	libiconv.so.2.7.0	3d3edba1ecd510ddac243a3c9a5a08341219b62bc4c874241a134bc7d250f5be	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-pango-dependency-packages/libiconv-glibc_1.18_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libiconv.so.2.7.0	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-52de94c5bdd31ec9	LIBJPEG-PROV-001	project-libjpeg-turbo-v6b	libjpeg.so.62.4.0	a537840ef9da6135cb3284bc3b3e0d1fb4f624180a416c2a3964b94714eb7fe5	RETAINED_RESULT_DIGEST_ALREADY_BOUND	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:4e546ac1ef2a92f3301dd51ca2328d6901a05e309da78b6d08b26211d9b621e3	-	4e546ac1ef2a92f3301dd51ca2328d6901a05e309da78b6d08b26211d9b621e3	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	libjpeg.so.62.4.0	EXISTING_AUTHORITY_STATUS_RETAINED	CLOSED	CLOSED_EXISTING_DIGEST_BOUND	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-0135b867d2fb96da	LIBTHAI-PROV-001	libthai-glibc	libthai.so.0.3.1	773a629e30546b57d650d9d991d18c64490ef5cf53062fec1e02c69ece66bf9c	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-pango-dependency-packages/libthai-glibc_0.1.29_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libthai.so.0.3.1	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-7413e391ffbaa8dc	LIBXCURSOR-PROV-001	libxcursor-glibc	libXcursor.so.1.0.2	86e70b94186edb4c16cf00f2bcea4a03ea09bb486ee6a079dd11d3ef6fffe722	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-gtk-active-dependency-packages/libxcursor-glibc_1.2.3_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libXcursor.so.1.0.2	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-e4231f7f471a4df0	LIBXDAMAGE-PROV-001	libxdamage-glibc	libXdamage.so.1.1.0	391916aff0965656e7b81ece7766e3b22068462867b1dd88a0a051b3db9c2d7c	RETAINED_RESULT_DIGEST_ALREADY_BOUND	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:462b613a0d6a2c2e2eefdff6742fd16014311f87606916ab0982220998612f6c	-	462b613a0d6a2c2e2eefdff6742fd16014311f87606916ab0982220998612f6c	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	data/data/com.termux/files/usr/glibc/lib/libXdamage.so.1.1.0	EXISTING_AUTHORITY_STATUS_RETAINED	CLOSED	CLOSED_EXISTING_DIGEST_BOUND	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-77a2cfc00e6a037a	LIBXKBCOMMON-PROV-001	libxkbcommon-glibc	libxkbcommon.so.0.8.0	fee84d5d95a085a94d300186040a54b9844a491b599b1156867624af6b4e8ba9	RETAINED_RESULT_COORDINATE_MISSING	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-xkbcommon-dependency-packages/libxkbcommon-glibc_1.8.0_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libxkbcommon.so.0.8.0	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-48ffaeebe4d6aa6b	PANGO-PROV-001	pango-glibc	libpango-1.0.so.0.5400.0	7debdcbc3dec18f7377e53a07a4d14159cde68b4cc07f0ed1c087f9d56268336	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-pango-dependency-packages/pango-glibc_1.54.0_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libpango-1.0.so.0.5400.0	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-b87b2890d79eee44	PANGO-PROV-001	pango-glibc	libpangoft2-1.0.so.0.5400.0	d80ef53ee344d7661acfa9b2fc863a61f24a2ff4f4492162eaa1582d62c2b305	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-pango-dependency-packages/pango-glibc_1.54.0_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libpangoft2-1.0.so.0.5400.0	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-4a226f23b35042c6	PANGO-PROV-001	pango-glibc	libpangocairo-1.0.so.0.5400.0	c5ac95a46ad20c9536c0d63b38e1ee728f2d71e865e5aad6034e65f89f0ba708	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-pango-dependency-packages/pango-glibc_1.54.0_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libpangocairo-1.0.so.0.5400.0	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-62fceac3ed057076	PIXMAN-CAIRO-PREQ-PROV-001	libpixman-glibc	libpixman-1.so.0.46.4	cab54c7f8e4c3a5c1980aa7564b9321114418f2d3c6fa37a3c0723f9f22e1eb2	RETAINED_RESULT_DIGEST_ALREADY_BOUND	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:3df4f72452b6fb36525ea651f58a0d9d0e551d6ab1f0076653588e767fb1ad9a	-	3df4f72452b6fb36525ea651f58a0d9d0e551d6ab1f0076653588e767fb1ad9a	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	data/data/com.termux/files/usr/glibc/lib/libpixman-1.so.0.46.4	EXISTING_AUTHORITY_STATUS_RETAINED	CLOSED	CLOSED_EXISTING_DIGEST_BOUND	EXACT-MEMBER-SIZE-OPEN;RESOURCE-BUDGET-OPEN;INTERVENTION-LIFT-OPEN	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-241279dce170d312	XORG-PROV-001	libxfixes-glibc	libXfixes.so.3.1.0	271e82cbc4aa3db8ff36ad44735552153b6fbaa787bf59b6ec0b20f63d0f386d	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-gtk-active-dependency-packages/libxfixes-glibc_6.0.1_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libXfixes.so.3.1.0	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-65b048de3e7f7475	XORG-PROV-002	libxcomposite-glibc	libXcomposite.so.1.0.0	1f478bf11bbe2182f1316611d0f0ef56596918d27ce69c3b034dcbd1baee4c2d	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-gtk-active-dependency-packages/libxcomposite-glibc_0.4.6_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libXcomposite.so.1.0.0	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-15e36e0d326de8a6	XORG-PROV-003	libxi-glibc	libXi.so.6.1.0	6f50cad56bb44c7900e692697bb5afcdd68c889be0c95eeda3775c8a2ac4de00	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-gtk-active-dependency-packages/libxi-glibc_1.8.2_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libXi.so.6.1.0	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
