claim_id	subject_kind	subject_id	subject_label	claim_type	requested_state	adr_class	supplier_or_reference_boundary	project_owned_changed_boundary	risk_modifiers	existing_evidence	remaining_gap	minimum_closure_action	explicitly_excluded_evidence	escalation_trigger	classification_state	authority_effect	prohibited_inference
PCC-LIBCAIRO-PROVIDER	ROOT	generic-root-review:0263d4b55d6a43edad7b	gpkg/libcairo	PROVIDER_AUTHORITY	PACKAGE_MEMBERS_AUTHORIZED_AS_RUNTIME_PROVIDER_FOR_THEIR_CAPABILITY_SCOPE	B	AUTHORITATIVE_PACKAGE_MEMBERS_FOR_CAPABILITY_PARTITIONS=gtk-gui	PROJECT_SELECTION_AND_INTEGRATION_OF_REFERENCE_MEMBERS_IN_A_CUSTOM_MIXED_WORLD_APPLICATION_RUNTIME	CONCRETE_FILENAME_DRIFT;GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA;MULTI_OBJECT_ROOT	generic-root-review:0263d4b55d6a43edad7b;generic-artifact:3250dba4dc3312b4fcaa;generic-object-review:2b5361cb8871759532b7;generic-object-review:83a504ea8dc0403c946b;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv;authority-coverage-ledger.tsv;generic-source-authority-boundary.tsv;selected-object-authority-base.tsv	ADAPTATION_CLASSIFICATION;CAPABILITY_NECESSITY_AND_CONSUMER_BINDING;CONFLICT_AND_EXCLUSION_REVIEW;UPDATE_AND_ROLLBACK_BOUNDARY	CAPABILITY_LEVEL_PROVIDER_REVIEW_AFTER_ADAPTATION_CLASSIFICATION_WITH_TARGETED_PASSIVE_CONSUMER_BINDING_ONLY_WHERE_AMBIGUOUS	SUPPLIER_BUILD_PROVENANCE_AS_A_SUBSTITUTE_FOR_PROVIDER_SELECTION_OR_RUNTIME_BINDING	AMBIGUOUS_CONSUMER_BINDING;ABI_OR_SECURITY_CONFLICT;MULTIPLE_NON_EQUIVALENT_PROVIDER_CANDIDATES;NO_OBSERVABLE_FALLBACK;ARTIFACT_MEMBER_RECIPE_OR_CONSUMER_BINDING_CHANGE	CLASSIFIED_OPEN_PROVIDER_AUTHORITY_NOT_ACCEPTED	NO_PROVIDER_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	PACKAGE_MEMBER_AND_RECIPE_EVIDENCE_DO_NOT_IMPLY_PROVIDER_AUTHORITY_OR_COMPLETE_RUNTIME_COMPOSITION
PCC-LIBCLOUDPROVIDERS-ARTIFACT	ROOT	generic-root-review:d5acfe552821242c8bec	gpkg/libcloudproviders	ARTIFACT_IDENTITY	EXACT_REFERENCE_ARTIFACT_AND_NAMED_MEMBER_CANDIDATE_IDENTITY	A	AUTHORITATIVE_TERMUX_GLIBC_PACKAGE_REPOSITORY_ARTIFACT	ACQUIRE_RETAIN_HASH_AND_BIND_NAMED_MEMBERS_WITHOUT_RECONSTRUCTING_SUPPLIER_BUILD_HISTORY	CONFIGURATION_OR_PACKAGING_DELTA;GUI_MULTI_CONSUMER	generic-root-review:d5acfe552821242c8bec;generic-artifact:62b4d4f5263a7750f56e;generic-object-review:6cbec002686204181f6b;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv	NONE_FOR_EXACT_CANDIDATE_ARTIFACT_AND_NAMED_MEMBER_IDENTITY	NONE_RETAIN_EXACT_ARTIFACT_AND_MEMBER_DIGESTS_AT_TRANSFER	CUSTODIAN_BUILD_INVOCATION;FULL_BUILD_ENVIRONMENT;INDEPENDENT_REPRODUCTION	ARTIFACT_DIGEST_MISMATCH;MEMBER_OR_SONAME_MISMATCH;SUPPLIER_OPACITY_AFFECTING_THE_EXACT_IDENTITY_CLAIM	EVIDENCE_SUFFICIENT_FOR_CANDIDATE_IDENTITY_ONLY	CANDIDATE_IDENTITY_ONLY_NO_PROVIDER_OR_TARGET_EFFECT	EXACT_ARTIFACT_IDENTITY_DOES_NOT_IMPLY_ADAPTATION_ACCEPTANCE_PROVIDER_AUTHORITY_OR_TARGET_MEMBERSHIP
PCC-LIBCLOUDPROVIDERS-ADAPTATION	ROOT	generic-root-review:d5acfe552821242c8bec	gpkg/libcloudproviders	ADAPTATION_SEMANTICS	REFERENCE_RECIPE_EQUIVALENCE_OR_BOUNDED_TERMUX_ANDROID_ADAPTATION	B	PINNED_TERMUX_GLIBC_RECIPE_TREE_AND_PINNED_UPSTREAM_SOURCE	EXACT_RECIPE_PATCH_HOOK_CONFIGURATION_AND_PACKAGING_DELTAS_RELIED_ON_BY_THE_PROJECT	CONFIGURATION_OR_PACKAGING_DELTA;GUI_MULTI_CONSUMER	generic-root-review:d5acfe552821242c8bec;recipe_tree=ca7597d86cb1610e64f209ff2b84c3ea13c4357a;tokens=EXTRA_CONFIGURE_ARGS;generic-recipe-binding-and-drift-target-receipt-review.tsv;generic-build-attestation-adaptation-root-evidence-receipt-review.tsv	AD-001_AD-002_AD-003_AD-004_SEMANTIC_DELTA_NECESSITY_AND_OBJECT_IMPACT_REVIEW	AGENT_SEMANTIC_DELTA_REVIEW_WITH_OBJECT_IMPACT_AND_PLATFORM_NECESSITY_CLASSIFICATION	SUP-02_CUSTODIAN_EXPORT_UNLESS_RECLASSIFICATION_OR_ESCALATION_TRIGGER_REQUIRES_CLASS_C_DEPTH	SEMANTIC_REVIEW_CANNOT_BOUND_GENERATED_OUTPUT;OBSERVED_ARTIFACT_BEHAVIOR_CONFLICTS_WITH_RECIPE;CLAIM_RECLASSIFIED_AS_INDEPENDENT_REPRODUCTION;HIGH_RISK_OUTPUT_REMAINS_OPAQUE	CLASSIFIED_OPEN_REVIEW_REQUIRED	REVIEW_PLAN_ONLY_NO_ADAPTATION_OR_PROVIDER_ACCEPTANCE	RECIPE_TOKEN_PRESENCE_OR_ABSENCE_DOES_NOT_BY_ITSELF_ESTABLISH_PLATFORM_NECESSITY_OR_EQUIVALENCE
PCC-LIBCLOUDPROVIDERS-PROVIDER	ROOT	generic-root-review:d5acfe552821242c8bec	gpkg/libcloudproviders	PROVIDER_AUTHORITY	PACKAGE_MEMBERS_AUTHORIZED_AS_RUNTIME_PROVIDER_FOR_THEIR_CAPABILITY_SCOPE	B	AUTHORITATIVE_PACKAGE_MEMBERS_FOR_CAPABILITY_PARTITIONS=gtk-gui	PROJECT_SELECTION_AND_INTEGRATION_OF_REFERENCE_MEMBERS_IN_A_CUSTOM_MIXED_WORLD_APPLICATION_RUNTIME	CONFIGURATION_OR_PACKAGING_DELTA;GUI_MULTI_CONSUMER	generic-root-review:d5acfe552821242c8bec;generic-artifact:62b4d4f5263a7750f56e;generic-object-review:6cbec002686204181f6b;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv;authority-coverage-ledger.tsv;generic-source-authority-boundary.tsv;selected-object-authority-base.tsv	ADAPTATION_CLASSIFICATION;CAPABILITY_NECESSITY_AND_CONSUMER_BINDING;CONFLICT_AND_EXCLUSION_REVIEW;UPDATE_AND_ROLLBACK_BOUNDARY	CAPABILITY_LEVEL_PROVIDER_REVIEW_AFTER_ADAPTATION_CLASSIFICATION_WITH_TARGETED_PASSIVE_CONSUMER_BINDING_ONLY_WHERE_AMBIGUOUS	SUPPLIER_BUILD_PROVENANCE_AS_A_SUBSTITUTE_FOR_PROVIDER_SELECTION_OR_RUNTIME_BINDING	AMBIGUOUS_CONSUMER_BINDING;ABI_OR_SECURITY_CONFLICT;MULTIPLE_NON_EQUIVALENT_PROVIDER_CANDIDATES;NO_OBSERVABLE_FALLBACK;ARTIFACT_MEMBER_RECIPE_OR_CONSUMER_BINDING_CHANGE	CLASSIFIED_OPEN_PROVIDER_AUTHORITY_NOT_ACCEPTED	NO_PROVIDER_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	PACKAGE_MEMBER_AND_RECIPE_EVIDENCE_DO_NOT_IMPLY_PROVIDER_AUTHORITY_OR_COMPLETE_RUNTIME_COMPOSITION
PCC-LIBDATRIE-ARTIFACT	ROOT	generic-root-review:7ddd185f55bd2a91009e	gpkg/libdatrie	ARTIFACT_IDENTITY	EXACT_REFERENCE_ARTIFACT_AND_NAMED_MEMBER_CANDIDATE_IDENTITY	A	AUTHORITATIVE_TERMUX_GLIBC_PACKAGE_REPOSITORY_ARTIFACT	ACQUIRE_RETAIN_HASH_AND_BIND_NAMED_MEMBERS_WITHOUT_RECONSTRUCTING_SUPPLIER_BUILD_HISTORY	GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA	generic-root-review:7ddd185f55bd2a91009e;generic-artifact:d553cf0a49e324e2595d;generic-object-review:836f236bbab56b69bef1;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv	NONE_FOR_EXACT_CANDIDATE_ARTIFACT_AND_NAMED_MEMBER_IDENTITY	NONE_RETAIN_EXACT_ARTIFACT_AND_MEMBER_DIGESTS_AT_TRANSFER	CUSTODIAN_BUILD_INVOCATION;FULL_BUILD_ENVIRONMENT;INDEPENDENT_REPRODUCTION	ARTIFACT_DIGEST_MISMATCH;MEMBER_OR_SONAME_MISMATCH;SUPPLIER_OPACITY_AFFECTING_THE_EXACT_IDENTITY_CLAIM	EVIDENCE_SUFFICIENT_FOR_CANDIDATE_IDENTITY_ONLY	CANDIDATE_IDENTITY_ONLY_NO_PROVIDER_OR_TARGET_EFFECT	EXACT_ARTIFACT_IDENTITY_DOES_NOT_IMPLY_ADAPTATION_ACCEPTANCE_PROVIDER_AUTHORITY_OR_TARGET_MEMBERSHIP
PCC-LIBDATRIE-ADAPTATION	ROOT	generic-root-review:7ddd185f55bd2a91009e	gpkg/libdatrie	ADAPTATION_SEMANTICS	REFERENCE_RECIPE_EQUIVALENCE_OR_BOUNDED_TERMUX_ANDROID_ADAPTATION	B	PINNED_TERMUX_GLIBC_RECIPE_TREE_AND_PINNED_UPSTREAM_SOURCE	EXACT_RECIPE_PATCH_HOOK_CONFIGURATION_AND_PACKAGING_DELTAS_RELIED_ON_BY_THE_PROJECT	GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA	generic-root-review:7ddd185f55bd2a91009e;recipe_tree=d773dbb3e0ad7eb29f323f75cb731e30eff66904;tokens=BUILD_IN_SRC;CUSTOM_TERMUX_STEP;generic-recipe-binding-and-drift-target-receipt-review.tsv;generic-build-attestation-adaptation-root-evidence-receipt-review.tsv	AD-001_AD-002_AD-003_AD-004_SEMANTIC_DELTA_NECESSITY_AND_OBJECT_IMPACT_REVIEW	AGENT_SEMANTIC_DELTA_REVIEW_WITH_OBJECT_IMPACT_AND_PLATFORM_NECESSITY_CLASSIFICATION	SUP-02_CUSTODIAN_EXPORT_UNLESS_RECLASSIFICATION_OR_ESCALATION_TRIGGER_REQUIRES_CLASS_C_DEPTH	SEMANTIC_REVIEW_CANNOT_BOUND_GENERATED_OUTPUT;OBSERVED_ARTIFACT_BEHAVIOR_CONFLICTS_WITH_RECIPE;CLAIM_RECLASSIFIED_AS_INDEPENDENT_REPRODUCTION;HIGH_RISK_OUTPUT_REMAINS_OPAQUE	CLASSIFIED_OPEN_REVIEW_REQUIRED	REVIEW_PLAN_ONLY_NO_ADAPTATION_OR_PROVIDER_ACCEPTANCE	RECIPE_TOKEN_PRESENCE_OR_ABSENCE_DOES_NOT_BY_ITSELF_ESTABLISH_PLATFORM_NECESSITY_OR_EQUIVALENCE
PCC-LIBDATRIE-PROVIDER	ROOT	generic-root-review:7ddd185f55bd2a91009e	gpkg/libdatrie	PROVIDER_AUTHORITY	PACKAGE_MEMBERS_AUTHORIZED_AS_RUNTIME_PROVIDER_FOR_THEIR_CAPABILITY_SCOPE	B	AUTHORITATIVE_PACKAGE_MEMBERS_FOR_CAPABILITY_PARTITIONS=gtk-gui	PROJECT_SELECTION_AND_INTEGRATION_OF_REFERENCE_MEMBERS_IN_A_CUSTOM_MIXED_WORLD_APPLICATION_RUNTIME	GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA	generic-root-review:7ddd185f55bd2a91009e;generic-artifact:d553cf0a49e324e2595d;generic-object-review:836f236bbab56b69bef1;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv;authority-coverage-ledger.tsv;generic-source-authority-boundary.tsv;selected-object-authority-base.tsv	ADAPTATION_CLASSIFICATION;CAPABILITY_NECESSITY_AND_CONSUMER_BINDING;CONFLICT_AND_EXCLUSION_REVIEW;UPDATE_AND_ROLLBACK_BOUNDARY	CAPABILITY_LEVEL_PROVIDER_REVIEW_AFTER_ADAPTATION_CLASSIFICATION_WITH_TARGETED_PASSIVE_CONSUMER_BINDING_ONLY_WHERE_AMBIGUOUS	SUPPLIER_BUILD_PROVENANCE_AS_A_SUBSTITUTE_FOR_PROVIDER_SELECTION_OR_RUNTIME_BINDING	AMBIGUOUS_CONSUMER_BINDING;ABI_OR_SECURITY_CONFLICT;MULTIPLE_NON_EQUIVALENT_PROVIDER_CANDIDATES;NO_OBSERVABLE_FALLBACK;ARTIFACT_MEMBER_RECIPE_OR_CONSUMER_BINDING_CHANGE	CLASSIFIED_OPEN_PROVIDER_AUTHORITY_NOT_ACCEPTED	NO_PROVIDER_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	PACKAGE_MEMBER_AND_RECIPE_EVIDENCE_DO_NOT_IMPLY_PROVIDER_AUTHORITY_OR_COMPLETE_RUNTIME_COMPOSITION
PCC-LIBEPOXY-ARTIFACT	ROOT	generic-root-review:2f6c3972ae083cff8dd2	gpkg/libepoxy	ARTIFACT_IDENTITY	EXACT_REFERENCE_ARTIFACT_AND_NAMED_MEMBER_CANDIDATE_IDENTITY	A	AUTHORITATIVE_TERMUX_GLIBC_PACKAGE_REPOSITORY_ARTIFACT	ACQUIRE_RETAIN_HASH_AND_BIND_NAMED_MEMBERS_WITHOUT_RECONSTRUCTING_SUPPLIER_BUILD_HISTORY	GUI_MULTI_CONSUMER;NO_EXPLICIT_DELTA_TOKEN	generic-root-review:2f6c3972ae083cff8dd2;generic-artifact:e53dc3b7f5419f13eb09;generic-object-review:201f8c8f70f3e4e93724;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv	NONE_FOR_EXACT_CANDIDATE_ARTIFACT_AND_NAMED_MEMBER_IDENTITY	NONE_RETAIN_EXACT_ARTIFACT_AND_MEMBER_DIGESTS_AT_TRANSFER	CUSTODIAN_BUILD_INVOCATION;FULL_BUILD_ENVIRONMENT;INDEPENDENT_REPRODUCTION	ARTIFACT_DIGEST_MISMATCH;MEMBER_OR_SONAME_MISMATCH;SUPPLIER_OPACITY_AFFECTING_THE_EXACT_IDENTITY_CLAIM	EVIDENCE_SUFFICIENT_FOR_CANDIDATE_IDENTITY_ONLY	CANDIDATE_IDENTITY_ONLY_NO_PROVIDER_OR_TARGET_EFFECT	EXACT_ARTIFACT_IDENTITY_DOES_NOT_IMPLY_ADAPTATION_ACCEPTANCE_PROVIDER_AUTHORITY_OR_TARGET_MEMBERSHIP
PCC-LIBEPOXY-ADAPTATION	ROOT	generic-root-review:2f6c3972ae083cff8dd2	gpkg/libepoxy	ADAPTATION_SEMANTICS	REFERENCE_RECIPE_EQUIVALENCE_OR_BOUNDED_TERMUX_ANDROID_ADAPTATION	A	PINNED_TERMUX_GLIBC_RECIPE_TREE_AND_PINNED_UPSTREAM_SOURCE	PACKAGE_SOURCE_PIN_AND_RUNTIME_DEPENDENCY_METADATA_ONLY;NO_PACKAGE_SPECIFIC_SOURCE_OR_BUILD_SEMANTIC_CHANGE	GUI_MULTI_CONSUMER;NO_EXPLICIT_DELTA_TOKEN	generic-root-review:2f6c3972ae083cff8dd2;recipe_tree=bb827daab0491d4ff49c822f96dd4bbb80102ef0;tokens=NONE_DECLARED;generic-recipe-binding-and-drift-target-receipt-review.tsv;generic-build-attestation-adaptation-root-evidence-receipt-review.tsv;no-token-recipe-semantic-review.tsv;NTR-001	NONE_FOR_PACKAGE_SPECIFIC_RECIPE_ADAPTATION_CLASSIFICATION	PROCEED_TO_BOUNDED_PROVIDER_AUTHORITY_REVIEW_WITHOUT_SUPPLIER_BUILD_RECONSTRUCTION	SUP-02_CUSTODIAN_EXPORT_UNLESS_RECLASSIFICATION_OR_ESCALATION_TRIGGER_REQUIRES_CLASS_C_DEPTH	SEMANTIC_REVIEW_CANNOT_BOUND_GENERATED_OUTPUT;OBSERVED_ARTIFACT_BEHAVIOR_CONFLICTS_WITH_RECIPE;CLAIM_RECLASSIFIED_AS_INDEPENDENT_REPRODUCTION;HIGH_RISK_OUTPUT_REMAINS_OPAQUE	CLASS_A_CONFIRMED_RECIPE_SEMANTIC_REVIEW_COMPLETE	ADAPTATION_CLASSIFICATION_ONLY_NO_PROVIDER_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	RECIPE_TOKEN_PRESENCE_OR_ABSENCE_DOES_NOT_BY_ITSELF_ESTABLISH_PLATFORM_NECESSITY_OR_EQUIVALENCE
PCC-LIBEPOXY-PROVIDER	ROOT	generic-root-review:2f6c3972ae083cff8dd2	gpkg/libepoxy	PROVIDER_AUTHORITY	PACKAGE_MEMBERS_AUTHORIZED_AS_RUNTIME_PROVIDER_FOR_THEIR_CAPABILITY_SCOPE	B	AUTHORITATIVE_PACKAGE_MEMBERS_FOR_CAPABILITY_PARTITIONS=gtk-gui	PROJECT_SELECTION_AND_INTEGRATION_OF_REFERENCE_MEMBERS_IN_A_CUSTOM_MIXED_WORLD_APPLICATION_RUNTIME	GUI_MULTI_CONSUMER;NO_EXPLICIT_DELTA_TOKEN	generic-root-review:2f6c3972ae083cff8dd2;generic-artifact:e53dc3b7f5419f13eb09;generic-object-review:201f8c8f70f3e4e93724;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv;authority-coverage-ledger.tsv;generic-source-authority-boundary.tsv;selected-object-authority-base.tsv;libepoxy-reference-consumed-provider-authority.tsv;LIBEPOXY-PROV-001	NONE_FOR_BOUNDED_GTK_X11_GLX_PROVIDER_AUTHORITY	RETAIN_BOUNDED_PROVIDER_AUTHORITY_AND_REVALIDATE_ON_RECORDED_UPDATE_OR_ROLLBACK_TRIGGER	SUPPLIER_BUILD_PROVENANCE_AS_A_SUBSTITUTE_FOR_PROVIDER_SELECTION_OR_RUNTIME_BINDING	AMBIGUOUS_CONSUMER_BINDING;ABI_OR_SECURITY_CONFLICT;MULTIPLE_NON_EQUIVALENT_PROVIDER_CANDIDATES;NO_OBSERVABLE_FALLBACK;ARTIFACT_MEMBER_RECIPE_OR_CONSUMER_BINDING_CHANGE	BOUNDED_PROVIDER_AUTHORITY_ACCEPTED	EXACT_LIBEPOXY_PROVIDER_AUTHORITY_ACCEPTED_FOR_SELECTED_GTK_3_24_49_X11_GLX_DISPATCH_ONLY_NO_EGL_EFFECT_NO_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	DOES_NOT_ACCEPT_EGL_OR_WAYLAND_CAPABILITY_COMPLETE_GL_OR_GRAPHICS_COMPOSITION_TARGET_POPULATION_MATERIALIZATION_ACTIVATION_OR_PRODUCING_BUILD_EQUIVALENCE
PCC-LIBGNUTLS-ARTIFACT	ROOT	generic-root-review:9147ecc3cb3d2ae95b32	gpkg/libgnutls	ARTIFACT_IDENTITY	EXACT_REFERENCE_ARTIFACT_AND_NAMED_MEMBER_CANDIDATE_IDENTITY	A	AUTHORITATIVE_TERMUX_GLIBC_PACKAGE_REPOSITORY_ARTIFACT	ACQUIRE_RETAIN_HASH_AND_BIND_NAMED_MEMBERS_WITHOUT_RECONSTRUCTING_SUPPLIER_BUILD_HISTORY	CONFIGURATION_OR_PACKAGING_DELTA;SERVICE_TLS_OR_NETWORK_INTEGRATION	generic-root-review:9147ecc3cb3d2ae95b32;generic-artifact:e072748f2ddba21f0193;generic-object-review:ee4a5877692db0f8091b;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv	NONE_FOR_EXACT_CANDIDATE_ARTIFACT_AND_NAMED_MEMBER_IDENTITY	NONE_RETAIN_EXACT_ARTIFACT_AND_MEMBER_DIGESTS_AT_TRANSFER	CUSTODIAN_BUILD_INVOCATION;FULL_BUILD_ENVIRONMENT;INDEPENDENT_REPRODUCTION	ARTIFACT_DIGEST_MISMATCH;MEMBER_OR_SONAME_MISMATCH;SUPPLIER_OPACITY_AFFECTING_THE_EXACT_IDENTITY_CLAIM	EVIDENCE_SUFFICIENT_FOR_CANDIDATE_IDENTITY_ONLY	CANDIDATE_IDENTITY_ONLY_NO_PROVIDER_OR_TARGET_EFFECT	EXACT_ARTIFACT_IDENTITY_DOES_NOT_IMPLY_ADAPTATION_ACCEPTANCE_PROVIDER_AUTHORITY_OR_TARGET_MEMBERSHIP
PCC-LIBGNUTLS-ADAPTATION	ROOT	generic-root-review:9147ecc3cb3d2ae95b32	gpkg/libgnutls	ADAPTATION_SEMANTICS	REFERENCE_RECIPE_EQUIVALENCE_OR_BOUNDED_TERMUX_ANDROID_ADAPTATION	B	PINNED_TERMUX_GLIBC_RECIPE_TREE_AND_PINNED_UPSTREAM_SOURCE	EXACT_RECIPE_PATCH_HOOK_CONFIGURATION_AND_PACKAGING_DELTAS_RELIED_ON_BY_THE_PROJECT	CONFIGURATION_OR_PACKAGING_DELTA;SERVICE_TLS_OR_NETWORK_INTEGRATION	generic-root-review:9147ecc3cb3d2ae95b32;recipe_tree=8851cd93d2e7c823b86e3940d7b61fd1965594e6;tokens=BUILD_IN_SRC;EXTRA_CONFIGURE_ARGS;SUBPACKAGE_SCRIPT;generic-recipe-binding-and-drift-target-receipt-review.tsv;generic-build-attestation-adaptation-root-evidence-receipt-review.tsv	AD-001_AD-002_AD-003_AD-004_SEMANTIC_DELTA_NECESSITY_AND_OBJECT_IMPACT_REVIEW	AGENT_SEMANTIC_DELTA_REVIEW_WITH_OBJECT_IMPACT_AND_PLATFORM_NECESSITY_CLASSIFICATION	SUP-02_CUSTODIAN_EXPORT_UNLESS_RECLASSIFICATION_OR_ESCALATION_TRIGGER_REQUIRES_CLASS_C_DEPTH	SEMANTIC_REVIEW_CANNOT_BOUND_GENERATED_OUTPUT;OBSERVED_ARTIFACT_BEHAVIOR_CONFLICTS_WITH_RECIPE;CLAIM_RECLASSIFIED_AS_INDEPENDENT_REPRODUCTION;HIGH_RISK_OUTPUT_REMAINS_OPAQUE	CLASSIFIED_OPEN_REVIEW_REQUIRED	REVIEW_PLAN_ONLY_NO_ADAPTATION_OR_PROVIDER_ACCEPTANCE	RECIPE_TOKEN_PRESENCE_OR_ABSENCE_DOES_NOT_BY_ITSELF_ESTABLISH_PLATFORM_NECESSITY_OR_EQUIVALENCE
PCC-LIBGNUTLS-PROVIDER	ROOT	generic-root-review:9147ecc3cb3d2ae95b32	gpkg/libgnutls	PROVIDER_AUTHORITY	PACKAGE_MEMBERS_AUTHORIZED_AS_RUNTIME_PROVIDER_FOR_THEIR_CAPABILITY_SCOPE	B	AUTHORITATIVE_PACKAGE_MEMBERS_FOR_CAPABILITY_PARTITIONS=printing	PROJECT_SELECTION_AND_INTEGRATION_OF_REFERENCE_MEMBERS_IN_A_CUSTOM_MIXED_WORLD_APPLICATION_RUNTIME	CONFIGURATION_OR_PACKAGING_DELTA;SERVICE_TLS_OR_NETWORK_INTEGRATION	generic-root-review:9147ecc3cb3d2ae95b32;generic-artifact:e072748f2ddba21f0193;generic-object-review:ee4a5877692db0f8091b;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv;authority-coverage-ledger.tsv;generic-source-authority-boundary.tsv;selected-object-authority-base.tsv	ADAPTATION_CLASSIFICATION;CAPABILITY_NECESSITY_AND_CONSUMER_BINDING;CONFLICT_AND_EXCLUSION_REVIEW;UPDATE_AND_ROLLBACK_BOUNDARY	CAPABILITY_LEVEL_PROVIDER_REVIEW_AFTER_ADAPTATION_CLASSIFICATION_WITH_TARGETED_PASSIVE_CONSUMER_BINDING_ONLY_WHERE_AMBIGUOUS	SUPPLIER_BUILD_PROVENANCE_AS_A_SUBSTITUTE_FOR_PROVIDER_SELECTION_OR_RUNTIME_BINDING	AMBIGUOUS_CONSUMER_BINDING;ABI_OR_SECURITY_CONFLICT;MULTIPLE_NON_EQUIVALENT_PROVIDER_CANDIDATES;NO_OBSERVABLE_FALLBACK;ARTIFACT_MEMBER_RECIPE_OR_CONSUMER_BINDING_CHANGE	CLASSIFIED_OPEN_PROVIDER_AUTHORITY_NOT_ACCEPTED	NO_PROVIDER_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	PACKAGE_MEMBER_AND_RECIPE_EVIDENCE_DO_NOT_IMPLY_PROVIDER_AUTHORITY_OR_COMPLETE_RUNTIME_COMPOSITION
PCC-LIBJPEG-TURBO-ARTIFACT	ROOT	generic-root-review:59aa2f063b98cf767441	gpkg/libjpeg-turbo	ARTIFACT_IDENTITY	EXACT_REFERENCE_ARTIFACT_AND_NAMED_MEMBER_CANDIDATE_IDENTITY	A	AUTHORITATIVE_TERMUX_GLIBC_PACKAGE_REPOSITORY_ARTIFACT	ACQUIRE_RETAIN_HASH_AND_BIND_NAMED_MEMBERS_WITHOUT_RECONSTRUCTING_SUPPLIER_BUILD_HISTORY	GUI_MULTI_CONSUMER;OBJECT_REQUIREMENT_CONFLICT	generic-root-review:59aa2f063b98cf767441;generic-artifact:e672a721d7a949048cab;generic-object-review:fc085dca914b298d1356;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv;libjpeg-so-62-provider-candidate-disposition.tsv;LIBJPEG-OJ-001-DISP-001;libjpeg-so-62-compatibility-provider-candidate-result-review.tsv;LIBJPEG-OJ-001-CAND-001;libjpeg-so-62-runpath-free-compatibility-provider-candidate-result-review.tsv;LIBJPEG-OJ-001-CAND-002;libjpeg-so-62-gdkpixbuf-consumer-binding-result-review.tsv;LIBJPEG-OJ-001-CONSUMER-001;libjpeg-so-62-gdkpixbuf-diagnostic-matrix-result-review.tsv;LIBJPEG-OJ-001-DIAGNOSTIC-001;libjpeg-so-62-loader-isolated-provider-authority.tsv;LIBJPEG-PROV-001	NONE_FOR_RUNPATH_FREE_EXACT_COMPATIBILITY_CANDIDATE_IDENTITY	RETAIN_EXACT_SOURCE_BUILD_MEMBER_DIGEST_SONAME_DYNAMIC_TAG_AND_SYMBOL_VERSION_COORDINATES	CUSTODIAN_BUILD_INVOCATION;FULL_BUILD_ENVIRONMENT;INDEPENDENT_REPRODUCTION	ARTIFACT_DIGEST_MISMATCH;MEMBER_OR_SONAME_MISMATCH;SUPPLIER_OPACITY_AFFECTING_THE_EXACT_IDENTITY_CLAIM	RUNPATH_FREE_COMPATIBILITY_CANDIDATE_IDENTITY_ACCEPTED	CANDIDATE_IDENTITY_ONLY_NO_PROVIDER_OR_TARGET_EFFECT	EXACT_ARTIFACT_IDENTITY_DOES_NOT_IMPLY_ADAPTATION_ACCEPTANCE_PROVIDER_AUTHORITY_OR_TARGET_MEMBERSHIP
