binding_row_id	provider_review_id	artifact_package	member_basename	member_sha256	prior_binding_state	retained_result_remote	drive_file_id	retained_result_sha256	result_archive_title	result_transaction_state	result_index_state	coordinate_review_state	verification_upgrade_state	blocker_ids	authority_effect	prohibited_inference
SUPPLY-BIND-69cbf57a88f95002	HARFBUZZ-PROV-001	harfbuzz-glibc	libharfbuzz.so.0.61010.0	179133d6e95f6e378f44ad9222255620ecdd39c30c5aedce028d99f2b28470c6	BLOCKED_RESULT_COORDINATE_MISSING	-	-	-	-	NOT_VERIFIED	NOT_AVAILABLE	RETAINED_RESULT_COORDINATE_MISSING	COORDINATE_DISCOVERY_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;RETAINED-RESULT-COORDINATE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-70d49a8b9117326c	LIBCLOUDPROVIDERS-PROV-001	libcloudproviders-glibc	libcloudproviders.so.0.3.6	54dea7e30b9e02f5626a374e5b62e5e975684a426a940f525a18eb4ce9e4f030	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-libcloudproviders-bounded-provider-authority-20260717T073524Z/termux-native-desktop-libcloudproviders-bounded-provider-authority-20260717T073524Z-results.tar.zst	175v9NfY5pBPlGxIl1C7EFonA4Y4D7GnT	c0134d0f6bbc37370da92992c61ff27d2bd18d16fd0f5aaef087db89917bed59	termux-native-desktop-libcloudproviders-bounded-provider-authority-20260717T073524Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-4ca93f905b59df88	LIBDATRIE-PROV-001	libdatrie-glibc	libdatrie.so.1.4.0	8052746b4003c367e811dc26686373455f687e11bf95cbbe8772a2069b86e7dd	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-libthai-libdatrie-iconv-bounded-provider-authority-20260717T071559Z/termux-native-desktop-libthai-libdatrie-iconv-bounded-provider-authority-20260717T071559Z-results.tar.zst	1iKnQe-Rp-bZmfu0n2o3kpPxxQf66olVz	ad9e9047a371d4ac977628d8e768b95bb044d3768159c1b71f925f6a13f40e67	termux-native-desktop-libthai-libdatrie-iconv-bounded-provider-authority-20260717T071559Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-f15188cfb594e02b	LIBEPOXY-PROV-001	libepoxy-glibc	libepoxy.so.0.0.0	403f566468fb5212173407d041a660af0ff459841e9b0ca2274e9c28ac98c723	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-libepoxy-reference-consumed-provider-authority-20260715T115502Z/termux-native-desktop-libepoxy-reference-consumed-provider-authority-20260715T115502Z-results.tar.zst	1vE2iLogThrs_fObJNe4JbVigmhxVloEH	1c388227c4d1629b9b0d5055a0b5193a6a461e98fa8c3e5e838eae7a3b8fe4d3	termux-native-desktop-libepoxy-reference-consumed-provider-authority-20260715T115502Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-ddb8c469008812c6	LIBICONV-TRANSITIVE-PROV-001	libiconv-glibc	libiconv.so.2.7.0	3d3edba1ecd510ddac243a3c9a5a08341219b62bc4c874241a134bc7d250f5be	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-libthai-libdatrie-iconv-bounded-provider-authority-20260717T071559Z/termux-native-desktop-libthai-libdatrie-iconv-bounded-provider-authority-20260717T071559Z-results.tar.zst	1iKnQe-Rp-bZmfu0n2o3kpPxxQf66olVz	ad9e9047a371d4ac977628d8e768b95bb044d3768159c1b71f925f6a13f40e67	termux-native-desktop-libthai-libdatrie-iconv-bounded-provider-authority-20260717T071559Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-52de94c5bdd31ec9	LIBJPEG-PROV-001	project-libjpeg-turbo-v6b	libjpeg.so.62.4.0	a537840ef9da6135cb3284bc3b3e0d1fb4f624180a416c2a3964b94714eb7fe5	QUALIFIED_READ_ONLY_BINDING_INPUT	sha256:4e546ac1ef2a92f3301dd51ca2328d6901a05e309da78b6d08b26211d9b621e3	-	4e546ac1ef2a92f3301dd51ca2328d6901a05e309da78b6d08b26211d9b621e3	EXISTING_AUTHORITY_DIGEST_BOUND_RESULT	TRANSACTION_RC_0_VERIFIED	EXISTING_DIGEST_BOUND_AUTHORITY_INPUT	RETAINED_RESULT_DIGEST_ALREADY_BOUND	NONE	-	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-0135b867d2fb96da	LIBTHAI-PROV-001	libthai-glibc	libthai.so.0.3.1	773a629e30546b57d650d9d991d18c64490ef5cf53062fec1e02c69ece66bf9c	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-libthai-libdatrie-iconv-bounded-provider-authority-20260717T071559Z/termux-native-desktop-libthai-libdatrie-iconv-bounded-provider-authority-20260717T071559Z-results.tar.zst	1iKnQe-Rp-bZmfu0n2o3kpPxxQf66olVz	ad9e9047a371d4ac977628d8e768b95bb044d3768159c1b71f925f6a13f40e67	termux-native-desktop-libthai-libdatrie-iconv-bounded-provider-authority-20260717T071559Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-7413e391ffbaa8dc	LIBXCURSOR-PROV-001	libxcursor-glibc	libXcursor.so.1.0.2	86e70b94186edb4c16cf00f2bcea4a03ea09bb486ee6a079dd11d3ef6fffe722	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-libxcursor-bounded-provider-authority-20260717T030234Z/termux-native-desktop-libxcursor-bounded-provider-authority-20260717T030234Z-results.tar.zst	1kCgRHVABFS0Gn4IyazNWbfRqUiLuUJYU	4464690d49aa3e0109769a49745bdc68d47da560b477bdf1c75c63aa8601ec54	termux-native-desktop-libxcursor-bounded-provider-authority-20260717T030234Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-e4231f7f471a4df0	LIBXDAMAGE-PROV-001	libxdamage-glibc	libXdamage.so.1.1.0	391916aff0965656e7b81ece7766e3b22068462867b1dd88a0a051b3db9c2d7c	QUALIFIED_READ_ONLY_BINDING_INPUT	sha256:462b613a0d6a2c2e2eefdff6742fd16014311f87606916ab0982220998612f6c	-	462b613a0d6a2c2e2eefdff6742fd16014311f87606916ab0982220998612f6c	EXISTING_AUTHORITY_DIGEST_BOUND_RESULT	TRANSACTION_RC_0_VERIFIED	EXISTING_DIGEST_BOUND_AUTHORITY_INPUT	RETAINED_RESULT_DIGEST_ALREADY_BOUND	NONE	-	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-77a2cfc00e6a037a	LIBXKBCOMMON-PROV-001	libxkbcommon-glibc	libxkbcommon.so.0.8.0	fee84d5d95a085a94d300186040a54b9844a491b599b1156867624af6b4e8ba9	BLOCKED_RESULT_COORDINATE_MISSING	-	-	-	-	NOT_VERIFIED	NOT_AVAILABLE	RETAINED_RESULT_COORDINATE_MISSING	COORDINATE_DISCOVERY_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;RETAINED-RESULT-COORDINATE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-48ffaeebe4d6aa6b	PANGO-PROV-001	pango-glibc	libpango-1.0.so.0.5400.0	7debdcbc3dec18f7377e53a07a4d14159cde68b4cc07f0ed1c087f9d56268336	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-pango-reference-consumed-provider-authority-and-filename-continuity-20260715T131707Z/termux-native-desktop-pango-reference-consumed-provider-authority-and-filename-continuity-20260715T131707Z-results.tar.zst	1PGo0-XcyJEzyiNVEaajI4C30bieueRkH	c3660a460017911d0393d52e433aac10c85782b2bb4825a80ff0329ac7759706	termux-native-desktop-pango-reference-consumed-provider-authority-and-filename-continuity-20260715T131707Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-b87b2890d79eee44	PANGO-PROV-001	pango-glibc	libpangoft2-1.0.so.0.5400.0	d80ef53ee344d7661acfa9b2fc863a61f24a2ff4f4492162eaa1582d62c2b305	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-pango-reference-consumed-provider-authority-and-filename-continuity-20260715T131707Z/termux-native-desktop-pango-reference-consumed-provider-authority-and-filename-continuity-20260715T131707Z-results.tar.zst	1PGo0-XcyJEzyiNVEaajI4C30bieueRkH	c3660a460017911d0393d52e433aac10c85782b2bb4825a80ff0329ac7759706	termux-native-desktop-pango-reference-consumed-provider-authority-and-filename-continuity-20260715T131707Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-4a226f23b35042c6	PANGO-PROV-001	pango-glibc	libpangocairo-1.0.so.0.5400.0	c5ac95a46ad20c9536c0d63b38e1ee728f2d71e865e5aad6034e65f89f0ba708	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-pango-reference-consumed-provider-authority-and-filename-continuity-20260715T131707Z/termux-native-desktop-pango-reference-consumed-provider-authority-and-filename-continuity-20260715T131707Z-results.tar.zst	1PGo0-XcyJEzyiNVEaajI4C30bieueRkH	c3660a460017911d0393d52e433aac10c85782b2bb4825a80ff0329ac7759706	termux-native-desktop-pango-reference-consumed-provider-authority-and-filename-continuity-20260715T131707Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-62fceac3ed057076	PIXMAN-CAIRO-PREQ-PROV-001	libpixman-glibc	libpixman-1.so.0.46.4	cab54c7f8e4c3a5c1980aa7564b9321114418f2d3c6fa37a3c0723f9f22e1eb2	QUALIFIED_READ_ONLY_BINDING_INPUT	sha256:3df4f72452b6fb36525ea651f58a0d9d0e551d6ab1f0076653588e767fb1ad9a	-	3df4f72452b6fb36525ea651f58a0d9d0e551d6ab1f0076653588e767fb1ad9a	EXISTING_AUTHORITY_DIGEST_BOUND_RESULT	TRANSACTION_RC_0_VERIFIED	EXISTING_DIGEST_BOUND_AUTHORITY_INPUT	RETAINED_RESULT_DIGEST_ALREADY_BOUND	NONE	-	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-241279dce170d312	XORG-PROV-001	libxfixes-glibc	libXfixes.so.3.1.0	271e82cbc4aa3db8ff36ad44735552153b6fbaa787bf59b6ec0b20f63d0f386d	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-xorg-reference-consumed-provider-authority-20260715T085341Z/termux-native-desktop-xorg-reference-consumed-provider-authority-20260715T085341Z-results.tar.zst	1DFqbhIAFZnuDjrl7hNy5Ec823zk_ks5F	6256705936416dcb123a131b7eeb1fd4a279acb7d5165a8434578093980e6c33	termux-native-desktop-xorg-reference-consumed-provider-authority-20260715T085341Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-65b048de3e7f7475	XORG-PROV-002	libxcomposite-glibc	libXcomposite.so.1.0.0	1f478bf11bbe2182f1316611d0f0ef56596918d27ce69c3b034dcbd1baee4c2d	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-xorg-reference-consumed-provider-authority-20260715T085341Z/termux-native-desktop-xorg-reference-consumed-provider-authority-20260715T085341Z-results.tar.zst	1DFqbhIAFZnuDjrl7hNy5Ec823zk_ks5F	6256705936416dcb123a131b7eeb1fd4a279acb7d5165a8434578093980e6c33	termux-native-desktop-xorg-reference-consumed-provider-authority-20260715T085341Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-15e36e0d326de8a6	XORG-PROV-003	libxi-glibc	libXi.so.6.1.0	6f50cad56bb44c7900e692697bb5afcdd68c889be0c95eeda3775c8a2ac4de00	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-xorg-reference-consumed-provider-authority-20260715T085341Z/termux-native-desktop-xorg-reference-consumed-provider-authority-20260715T085341Z-results.tar.zst	1DFqbhIAFZnuDjrl7hNy5Ec823zk_ks5F	6256705936416dcb123a131b7eeb1fd4a279acb7d5165a8434578093980e6c33	termux-native-desktop-xorg-reference-consumed-provider-authority-20260715T085341Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-a5e1a29cec8749dd	XORG-PROV-004	libxinerama-glibc	libXinerama.so.1.0.0	bff931629d90ef6858b43e6fa3b593b7a646ae8febcc2576e906fc9c397d1e2a	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-xorg-reference-consumed-provider-authority-20260715T085341Z/termux-native-desktop-xorg-reference-consumed-provider-authority-20260715T085341Z-results.tar.zst	1DFqbhIAFZnuDjrl7hNy5Ec823zk_ks5F	6256705936416dcb123a131b7eeb1fd4a279acb7d5165a8434578093980e6c33	termux-native-desktop-xorg-reference-consumed-provider-authority-20260715T085341Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
