plan_row_id	sequence	composition_row_id	provider_object_id	provider_review_id	artifact_package	artifact_version	member_basename	member_sha256	member_size_bytes	soname	target_relative_path	alias_relative_path	alias_target_basename	atomic_family_id	supply_closure_kind	supply_result_remote	supply_drive_file_id	supply_result_sha256	supply_result_index_sha256	artifact_evidence_path	member_evidence_path	object_store_relative_path	generation_regular_relative_path	generation_alias_relative_path	localization_requirement	object_materialization_policy	alias_policy	design_state	authority_effect	prohibited_inference
MAT-OBJ-023	23	COMP-GDKPIXBUF-PROV-001	object:0c1404c6854e7674428a5b65	GDKPIXBUF-PROV-001	project-gdk-pixbuf	2.42.12	libgdk_pixbuf-2.0.so.0.4200.12	0c1404c6854e7674428a5b653b240759dac0374631697fe61ae275898f6a809f	758824	libgdk_pixbuf-2.0.so.0	lib/libgdk_pixbuf-2.0.so.0.4200.12	lib/libgdk_pixbuf-2.0.so.0	libgdk_pixbuf-2.0.so.0.4200.12	SINGLE-object:0c1404c6854e7674428a5b65	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:1cebcf8784c6d2e8c8549eadd63007d9f99bb3e90e35ce0786a5d89f6cbecca0	-	1cebcf8784c6d2e8c8549eadd63007d9f99bb3e90e35ce0786a5d89f6cbecca0	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	libgdk_pixbuf-2.0.so.0.4200.12	objects/sha256/0c/0c1404c6854e7674428a5b653b240759dac0374631697fe61ae275898f6a809f	lib/libgdk_pixbuf-2.0.so.0.4200.12	lib/libgdk_pixbuf-2.0.so.0	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-024	24	COMP-GDKPIXBUF-REF-PROV-GLIB-001-4	object:aa9fa8876fac733457027306	GDKPIXBUF-REF-PROV-GLIB-001	glib-glibc	2.82.2-2	libgio-2.0.so.0.8200.2	aa9fa8876fac7334570273064be05c3e65ba0f16d30a77a5929f48b12bfe64b3	2493872	libgio-2.0.so.0	lib/libgio-2.0.so.0.8200.2	lib/libgio-2.0.so.0	libgio-2.0.so.0.8200.2	SINGLE-object:aa9fa8876fac733457027306	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-dependency-packages/glib-glibc_2.82.2-2_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libgio-2.0.so.0.8200.2	objects/sha256/aa/aa9fa8876fac7334570273064be05c3e65ba0f16d30a77a5929f48b12bfe64b3	lib/libgio-2.0.so.0.8200.2	lib/libgio-2.0.so.0	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-025	25	COMP-GDKPIXBUF-REF-PROV-GLIB-001-1	object:e0504b50e14870623e10490d	GDKPIXBUF-REF-PROV-GLIB-001	glib-glibc	2.82.2-2	libglib-2.0.so.0.8200.2	e0504b50e14870623e10490d76b78c7a8d0037a54fe354429e2e3b5ac07ae0d5	1576528	libglib-2.0.so.0	lib/libglib-2.0.so.0.8200.2	lib/libglib-2.0.so.0	libglib-2.0.so.0.8200.2	SINGLE-object:e0504b50e14870623e10490d	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-dependency-packages/glib-glibc_2.82.2-2_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libglib-2.0.so.0.8200.2	objects/sha256/e0/e0504b50e14870623e10490d76b78c7a8d0037a54fe354429e2e3b5ac07ae0d5	lib/libglib-2.0.so.0.8200.2	lib/libglib-2.0.so.0	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-026	26	COMP-GDKPIXBUF-REF-PROV-GLIB-001-3	object:feaad9c286e9a1af3cff94a7	GDKPIXBUF-REF-PROV-GLIB-001	glib-glibc	2.82.2-2	libgmodule-2.0.so.0.8200.2	feaad9c286e9a1af3cff94a78924f543bc0f4d7f8dfc05c9ec13eb1c3d8764bf	67472	libgmodule-2.0.so.0	lib/libgmodule-2.0.so.0.8200.2	lib/libgmodule-2.0.so.0	libgmodule-2.0.so.0.8200.2	SINGLE-object:feaad9c286e9a1af3cff94a7	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-dependency-packages/glib-glibc_2.82.2-2_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libgmodule-2.0.so.0.8200.2	objects/sha256/fe/feaad9c286e9a1af3cff94a78924f543bc0f4d7f8dfc05c9ec13eb1c3d8764bf	lib/libgmodule-2.0.so.0.8200.2	lib/libgmodule-2.0.so.0	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-027	27	COMP-GDKPIXBUF-REF-PROV-GLIB-001-2	object:de13928664709a9cecd61f50	GDKPIXBUF-REF-PROV-GLIB-001	glib-glibc	2.82.2-2	libgobject-2.0.so.0.8200.2	de13928664709a9cecd61f50dcc4d2294d0c2ff91f147d0827d209cd03af45a6	462584	libgobject-2.0.so.0	lib/libgobject-2.0.so.0.8200.2	lib/libgobject-2.0.so.0	libgobject-2.0.so.0.8200.2	SINGLE-object:de13928664709a9cecd61f50	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-dependency-packages/glib-glibc_2.82.2-2_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libgobject-2.0.so.0.8200.2	objects/sha256/de/de13928664709a9cecd61f50dcc4d2294d0c2ff91f147d0827d209cd03af45a6	lib/libgobject-2.0.so.0.8200.2	lib/libgobject-2.0.so.0	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-028	28	COMP-GRAPHITE2-HARFBUZZ-PREQ-PROV-001	object:6caaa46abe585228b0fa45a6	GRAPHITE2-HARFBUZZ-PREQ-PROV-001	libgraphite-glibc	1.3.14	libgraphite2.so.3.2.1	6caaa46abe585228b0fa45a60bdbb5e9951384148963856d1ce2e886e5b06e7f	225312	libgraphite2.so.3	lib/libgraphite2.so.3.2.1	lib/libgraphite2.so.3	libgraphite2.so.3.2.1	SINGLE-object:6caaa46abe585228b0fa45a6	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:b0ae73019a2b442d96daa148219cfcf21f265b8dec48d82aef74dd95d536f29f	-	b0ae73019a2b442d96daa148219cfcf21f265b8dec48d82aef74dd95d536f29f	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	data/data/com.termux/files/usr/glibc/lib/libgraphite2.so.3.2.1	objects/sha256/6c/6caaa46abe585228b0fa45a60bdbb5e9951384148963856d1ce2e886e5b06e7f	lib/libgraphite2.so.3.2.1	lib/libgraphite2.so.3	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-029	29	COMP-GTK3-CORE-PROV-001-2	object:0404b91acdaa3a2558e3a112	GTK3-CORE-PROV-001	gtk3-glibc	3.24.49	libgtk-3.so.0.2417.32	0404b91acdaa3a2558e3a11214918692f64d0ba3cebaae4722e3aa4a61f31bc6	9900712	libgtk-3.so.0	lib/libgtk-3.so.0.2417.32	lib/libgtk-3.so.0	libgtk-3.so.0.2417.32	ATOMIC-GDK-GTK-2	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	-	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	lib/libgtk-3.so.0.2417.32	objects/sha256/04/0404b91acdaa3a2558e3a11214918692f64d0ba3cebaae4722e3aa4a61f31bc6	lib/libgtk-3.so.0.2417.32	lib/libgtk-3.so.0	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-030	30	COMP-HARFBUZZ-PROV-001	object:179133d6e95f6e378f44ad92	HARFBUZZ-PROV-001	harfbuzz-glibc	10.1.0	libharfbuzz.so.0.61010.0	179133d6e95f6e378f44ad9222255620ecdd39c30c5aedce028d99f2b28470c6	1314680	libharfbuzz.so.0	lib/libharfbuzz.so.0.61010.0	lib/libharfbuzz.so.0	libharfbuzz.so.0.61010.0	SINGLE-object:179133d6e95f6e378f44ad92	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-pango-dependency-packages/harfbuzz-glibc_10.1.0_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libharfbuzz.so.0.61010.0	objects/sha256/17/179133d6e95f6e378f44ad9222255620ecdd39c30c5aedce028d99f2b28470c6	lib/libharfbuzz.so.0.61010.0	lib/libharfbuzz.so.0	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-031	31	COMP-LIBICONV-TRANSITIVE-PROV-001	object:3d3edba1ecd510ddac243a3c	LIBICONV-TRANSITIVE-PROV-001	libiconv-glibc	1.18	libiconv.so.2.7.0	3d3edba1ecd510ddac243a3c9a5a08341219b62bc4c874241a134bc7d250f5be	1177880	libiconv.so.2	lib/libiconv.so.2.7.0	lib/libiconv.so.2	libiconv.so.2.7.0	SINGLE-object:3d3edba1ecd510ddac243a3c	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-pango-dependency-packages/libiconv-glibc_1.18_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libiconv.so.2.7.0	objects/sha256/3d/3d3edba1ecd510ddac243a3c9a5a08341219b62bc4c874241a134bc7d250f5be	lib/libiconv.so.2.7.0	lib/libiconv.so.2	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-032	32	COMP-LIBJPEG-PROV-001	object:a537840ef9da6135cb3284bc	LIBJPEG-PROV-001	project-libjpeg-turbo-v6b	3.1.0	libjpeg.so.62.4.0	a537840ef9da6135cb3284bc3b3e0d1fb4f624180a416c2a3964b94714eb7fe5	770664	libjpeg.so.62	lib/libjpeg.so.62.4.0	lib/libjpeg.so.62	libjpeg.so.62.4.0	SINGLE-object:a537840ef9da6135cb3284bc	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:4e546ac1ef2a92f3301dd51ca2328d6901a05e309da78b6d08b26211d9b621e3	-	4e546ac1ef2a92f3301dd51ca2328d6901a05e309da78b6d08b26211d9b621e3	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	libjpeg.so.62.4.0	objects/sha256/a5/a537840ef9da6135cb3284bc3b3e0d1fb4f624180a416c2a3964b94714eb7fe5	lib/libjpeg.so.62.4.0	lib/libjpeg.so.62	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-033	33	COMP-GDKPIXBUF-UTIL-PROV-001-1	object:6864b9050ddd5884642c98ea	GDKPIXBUF-UTIL-PROV-001	libmount-glibc	2.40.2-1	libmount.so.1.1.0	6864b9050ddd5884642c98ea4df07e3ceaf78727324d6e9068d1866594ece1c2	526912	libmount.so.1	lib/libmount.so.1.1.0	lib/libmount.so.1	libmount.so.1.1.0	SINGLE-object:6864b9050ddd5884642c98ea	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:a18426371acf0339731464eea4a6fd1f8c745cc09154629b69e34d1063073c13	-	a18426371acf0339731464eea4a6fd1f8c745cc09154629b69e34d1063073c13	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	data/data/com.termux/files/usr/glibc/lib/libmount.so.1.1.0	objects/sha256/68/6864b9050ddd5884642c98ea4df07e3ceaf78727324d6e9068d1866594ece1c2	lib/libmount.so.1.1.0	lib/libmount.so.1	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-034	34	COMP-PANGO-PROV-001-1	object:7debdcbc3dec18f7377e53a0	PANGO-PROV-001	pango-glibc	1.54.0	libpango-1.0.so.0.5400.0	7debdcbc3dec18f7377e53a07a4d14159cde68b4cc07f0ed1c087f9d56268336	527688	libpango-1.0.so.0	lib/libpango-1.0.so.0.5400.0	lib/libpango-1.0.so.0	libpango-1.0.so.0.5400.0	ATOMIC-PANGO-3	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-pango-dependency-packages/pango-glibc_1.54.0_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libpango-1.0.so.0.5400.0	objects/sha256/7d/7debdcbc3dec18f7377e53a07a4d14159cde68b4cc07f0ed1c087f9d56268336	lib/libpango-1.0.so.0.5400.0	lib/libpango-1.0.so.0	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
