target_record_id	application_composition_id	provider_object_id	application_identity_key	supply_artifact_id	source_artifact_member_path	target_domain	target_relative_path	target_node_type	target_mode_policy	target_owner_policy	target_mutability	target_alias_class	target_collision_policy	update_domain	rollback_domain	validation_gate_ids	authority_issue_ids	authority_acceptance_state	population_state
target:5f1efdb9e4b811df6cbf9da6	SELECTED-COMPOSITION-ACCEPT-001	object:aa9fa8876fac733457027306	-	-	-	SHARED_PROVIDER	lib/libgio-2.0.so.0.8200.2	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:14608e97bc2bce3b7888d550	SELECTED-COMPOSITION-ACCEPT-001	object:e0504b50e14870623e10490d	-	-	-	SHARED_PROVIDER	lib/libglib-2.0.so.0	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:61d61f76f2b901c215702f5b	SELECTED-COMPOSITION-ACCEPT-001	object:e0504b50e14870623e10490d	-	-	-	SHARED_PROVIDER	lib/libglib-2.0.so.0.8200.2	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:7815b37248620000e4bd1471	SELECTED-COMPOSITION-ACCEPT-001	object:feaad9c286e9a1af3cff94a7	-	-	-	SHARED_PROVIDER	lib/libgmodule-2.0.so.0	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:08eec3778dec1338c7981759	SELECTED-COMPOSITION-ACCEPT-001	object:feaad9c286e9a1af3cff94a7	-	-	-	SHARED_PROVIDER	lib/libgmodule-2.0.so.0.8200.2	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:29e9e1cbeab1df8720be873f	SELECTED-COMPOSITION-ACCEPT-001	object:de13928664709a9cecd61f50	-	-	-	SHARED_PROVIDER	lib/libgobject-2.0.so.0	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:9dfb4d631edd8df1062d2069	SELECTED-COMPOSITION-ACCEPT-001	object:de13928664709a9cecd61f50	-	-	-	SHARED_PROVIDER	lib/libgobject-2.0.so.0.8200.2	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:fe3b723fefc623fc2a408f75	SELECTED-COMPOSITION-ACCEPT-001	object:6caaa46abe585228b0fa45a6	-	-	-	SHARED_PROVIDER	lib/libgraphite2.so.3	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:c302633d225b5c9f2d0f73f8	SELECTED-COMPOSITION-ACCEPT-001	object:6caaa46abe585228b0fa45a6	-	-	-	SHARED_PROVIDER	lib/libgraphite2.so.3.2.1	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:cd025d264c616e79a3a935b6	SELECTED-COMPOSITION-ACCEPT-001	object:0404b91acdaa3a2558e3a112	-	-	-	SHARED_PROVIDER	lib/libgtk-3.so.0	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:bea7c0476e505e69bc50c2c7	SELECTED-COMPOSITION-ACCEPT-001	object:0404b91acdaa3a2558e3a112	-	-	-	SHARED_PROVIDER	lib/libgtk-3.so.0.2417.32	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:048e0cea68e9d96488783fbe	SELECTED-COMPOSITION-ACCEPT-001	object:179133d6e95f6e378f44ad92	-	-	-	SHARED_PROVIDER	lib/libharfbuzz.so.0	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:21329e88a796d798d49fd60e	SELECTED-COMPOSITION-ACCEPT-001	object:179133d6e95f6e378f44ad92	-	-	-	SHARED_PROVIDER	lib/libharfbuzz.so.0.61010.0	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:520ebf033c7c970f0bf28486	SELECTED-COMPOSITION-ACCEPT-001	object:3d3edba1ecd510ddac243a3c	-	-	-	SHARED_PROVIDER	lib/libiconv.so.2	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:02f8acaf37dfcf215c5fdc65	SELECTED-COMPOSITION-ACCEPT-001	object:3d3edba1ecd510ddac243a3c	-	-	-	SHARED_PROVIDER	lib/libiconv.so.2.7.0	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:e09c67e196f68a0d0eac201f	SELECTED-COMPOSITION-ACCEPT-001	object:a537840ef9da6135cb3284bc	-	-	-	SHARED_PROVIDER	lib/libjpeg.so.62	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:34e6bbeb6bd0c6df46997cf6	SELECTED-COMPOSITION-ACCEPT-001	object:a537840ef9da6135cb3284bc	-	-	-	SHARED_PROVIDER	lib/libjpeg.so.62.4.0	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:083b78b0a98f46146fbe091f	SELECTED-COMPOSITION-ACCEPT-001	object:6864b9050ddd5884642c98ea	-	-	-	SHARED_PROVIDER	lib/libmount.so.1	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:ee4da2a374c71365d07e6316	SELECTED-COMPOSITION-ACCEPT-001	object:6864b9050ddd5884642c98ea	-	-	-	SHARED_PROVIDER	lib/libmount.so.1.1.0	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:896daea10222a8848bc69c10	SELECTED-COMPOSITION-ACCEPT-001	object:7debdcbc3dec18f7377e53a0	-	-	-	SHARED_PROVIDER	lib/libpango-1.0.so.0	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:ff311aa868bc8a47c092d0b3	SELECTED-COMPOSITION-ACCEPT-001	object:7debdcbc3dec18f7377e53a0	-	-	-	SHARED_PROVIDER	lib/libpango-1.0.so.0.5400.0	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:d17aee77b9ae969a6e8c4700	SELECTED-COMPOSITION-ACCEPT-001	object:c5ac95a46ad20c9536c0d63b	-	-	-	SHARED_PROVIDER	lib/libpangocairo-1.0.so.0	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:d66cd819c6d8a9aa176b46fe	SELECTED-COMPOSITION-ACCEPT-001	object:c5ac95a46ad20c9536c0d63b	-	-	-	SHARED_PROVIDER	lib/libpangocairo-1.0.so.0.5400.0	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:12a0a18a17bf9beb4f2a250f	SELECTED-COMPOSITION-ACCEPT-001	object:d80ef53ee344d7661acfa9b2	-	-	-	SHARED_PROVIDER	lib/libpangoft2-1.0.so.0	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:24ba284ee6a397f0f190d577	SELECTED-COMPOSITION-ACCEPT-001	object:d80ef53ee344d7661acfa9b2	-	-	-	SHARED_PROVIDER	lib/libpangoft2-1.0.so.0.5400.0	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:a0b09b6cf9e1c2f3ea0870a6	SELECTED-COMPOSITION-ACCEPT-001	object:cab54c7f8e4c3a5c1980aa75	-	-	-	SHARED_PROVIDER	lib/libpixman-1.so.0	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:31d8501d6ded368d9eeebb21	SELECTED-COMPOSITION-ACCEPT-001	object:cab54c7f8e4c3a5c1980aa75	-	-	-	SHARED_PROVIDER	lib/libpixman-1.so.0.46.4	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:b0f2a4d34f71b54e6e3b1ea5	SELECTED-COMPOSITION-ACCEPT-001	object:00c9fd06c139699552c086b6	-	-	-	SHARED_PROVIDER	lib/libpng16.so.16	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:dcd68e6d40cf802738618d34	SELECTED-COMPOSITION-ACCEPT-001	object:00c9fd06c139699552c086b6	-	-	-	SHARED_PROVIDER	lib/libpng16.so.16.47.0	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:5225d1ced89f7cb613c4a218	SELECTED-COMPOSITION-ACCEPT-001	object:773a629e30546b57d650d9d9	-	-	-	SHARED_PROVIDER	lib/libthai.so.0	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:d74d07ea50e4d3e947dcfa9c	SELECTED-COMPOSITION-ACCEPT-001	object:773a629e30546b57d650d9d9	-	-	-	SHARED_PROVIDER	lib/libthai.so.0.3.1	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:5dea0e0eaa1cd938e28cc279	SELECTED-COMPOSITION-ACCEPT-001	object:fee84d5d95a085a94d300186	-	-	-	SHARED_PROVIDER	lib/libxkbcommon.so.0	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:831193a380b0e3810f64c0d9	SELECTED-COMPOSITION-ACCEPT-001	object:fee84d5d95a085a94d300186	-	-	-	SHARED_PROVIDER	lib/libxkbcommon.so.0.8.0	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:2f3e00902f12461e31ec9c21	SELECTED-COMPOSITION-ACCEPT-001	object:6835963ff1be924f73cdd59f	-	-	-	SHARED_PROVIDER	lib/libz.so.1	SYMLINK	DOMAIN_DEFAULT	PROVIDER_OWNER	IMMUTABLE	SONAME_RUNTIME_ALIAS	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
target:60105eb10d279bc03543febe	SELECTED-COMPOSITION-ACCEPT-001	object:6835963ff1be924f73cdd59f	-	-	-	SHARED_PROVIDER	lib/libz.so.1.3.1	REGULAR	IMMUTABLE_READONLY	PROVIDER_OWNER	IMMUTABLE	NONE	ERROR	GENERIC_PROVIDER_UPDATE	PROVIDER	SELECTED-COMPOSITION-ACCEPT-001;SELECTED-TARGET-MANIFEST-REVIEW-001	TARGET-MANIFEST-ACCEPTANCE-OPEN	PROVISIONAL_BLOCKED	UNPOPULATED_SCHEMA_ONLY
