issuance_id	request_id	root_review_id	recipe_root	recipe_tree	requirement_id	record_name	record_format	mandatory_fields	cross_record_binding	issued_request_locator	response_drop_locator	record_state	acceptance_state	claim_boundary
SUP02-ISSUE-59aa2f063b98cf767441	SUP02-CER-59aa2f063b98cf767441	generic-root-review:59aa2f063b98cf767441	gpkg/libjpeg-turbo	cb58a7c1d7f4a1f89d036e4c80da596c0c61234c	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-59aa2f063b98cf767441	evidence-supply/responses/SUP-02/SUP02-CER-59aa2f063b98cf767441/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-59aa2f063b98cf767441	SUP02-CER-59aa2f063b98cf767441	generic-root-review:59aa2f063b98cf767441	gpkg/libjpeg-turbo	cb58a7c1d7f4a1f89d036e4c80da596c0c61234c	BA-003	build-output-manifest.tsv	TSV_WITH_ROWS	request_id;root_review_id;recipe_root;recipe_tree;build_run_id;package_name;package_version;package_revision;artifact_path;artifact_sha256;member_path;member_sha256;member_elf_soname;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-59aa2f063b98cf767441	evidence-supply/responses/SUP-02/SUP02-CER-59aa2f063b98cf767441/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-5cde09ffb57ae90a949d	SUP02-CER-5cde09ffb57ae90a949d	generic-root-review:5cde09ffb57ae90a949d	gpkg/libxi	9be86de0575a2ae7c8e904d6724d07bacd96d099	BA-001	build-invocation-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_root;recipe_tree;build_run_id;build_started_at_utc;build_finished_at_utc;working_directory;invocation_argv;input_source_digests;build_script_digest;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-5cde09ffb57ae90a949d	evidence-supply/responses/SUP-02/SUP02-CER-5cde09ffb57ae90a949d/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-5cde09ffb57ae90a949d	SUP02-CER-5cde09ffb57ae90a949d	generic-root-review:5cde09ffb57ae90a949d	gpkg/libxi	9be86de0575a2ae7c8e904d6724d07bacd96d099	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-5cde09ffb57ae90a949d	evidence-supply/responses/SUP-02/SUP02-CER-5cde09ffb57ae90a949d/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-5cde09ffb57ae90a949d	SUP02-CER-5cde09ffb57ae90a949d	generic-root-review:5cde09ffb57ae90a949d	gpkg/libxi	9be86de0575a2ae7c8e904d6724d07bacd96d099	BA-003	build-output-manifest.tsv	TSV_WITH_ROWS	request_id;root_review_id;recipe_root;recipe_tree;build_run_id;package_name;package_version;package_revision;artifact_path;artifact_sha256;member_path;member_sha256;member_elf_soname;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-5cde09ffb57ae90a949d	evidence-supply/responses/SUP-02/SUP02-CER-5cde09ffb57ae90a949d/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-68be7e5a4186aff4fd0d	SUP02-CER-68be7e5a4186aff4fd0d	generic-root-review:68be7e5a4186aff4fd0d	gpkg/libsqlite	f40cf35fe65fe08cdcc5dc69d36e19c5bbcca408	BA-001	build-invocation-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_root;recipe_tree;build_run_id;build_started_at_utc;build_finished_at_utc;working_directory;invocation_argv;input_source_digests;build_script_digest;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-68be7e5a4186aff4fd0d	evidence-supply/responses/SUP-02/SUP02-CER-68be7e5a4186aff4fd0d/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-68be7e5a4186aff4fd0d	SUP02-CER-68be7e5a4186aff4fd0d	generic-root-review:68be7e5a4186aff4fd0d	gpkg/libsqlite	f40cf35fe65fe08cdcc5dc69d36e19c5bbcca408	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-68be7e5a4186aff4fd0d	evidence-supply/responses/SUP-02/SUP02-CER-68be7e5a4186aff4fd0d/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-68be7e5a4186aff4fd0d	SUP02-CER-68be7e5a4186aff4fd0d	generic-root-review:68be7e5a4186aff4fd0d	gpkg/libsqlite	f40cf35fe65fe08cdcc5dc69d36e19c5bbcca408	BA-003	build-output-manifest.tsv	TSV_WITH_ROWS	request_id;root_review_id;recipe_root;recipe_tree;build_run_id;package_name;package_version;package_revision;artifact_path;artifact_sha256;member_path;member_sha256;member_elf_soname;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-68be7e5a4186aff4fd0d	evidence-supply/responses/SUP-02/SUP02-CER-68be7e5a4186aff4fd0d/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-6ea790cafac47e460e89	SUP02-CER-6ea790cafac47e460e89	generic-root-review:6ea790cafac47e460e89	gpkg/util-linux	e91a0c476ef4355dbfff46e2bcab23d0085ddd01	BA-001	build-invocation-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_root;recipe_tree;build_run_id;build_started_at_utc;build_finished_at_utc;working_directory;invocation_argv;input_source_digests;build_script_digest;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-6ea790cafac47e460e89	evidence-supply/responses/SUP-02/SUP02-CER-6ea790cafac47e460e89/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-6ea790cafac47e460e89	SUP02-CER-6ea790cafac47e460e89	generic-root-review:6ea790cafac47e460e89	gpkg/util-linux	e91a0c476ef4355dbfff46e2bcab23d0085ddd01	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-6ea790cafac47e460e89	evidence-supply/responses/SUP-02/SUP02-CER-6ea790cafac47e460e89/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-6ea790cafac47e460e89	SUP02-CER-6ea790cafac47e460e89	generic-root-review:6ea790cafac47e460e89	gpkg/util-linux	e91a0c476ef4355dbfff46e2bcab23d0085ddd01	BA-003	build-output-manifest.tsv	TSV_WITH_ROWS	request_id;root_review_id;recipe_root;recipe_tree;build_run_id;package_name;package_version;package_revision;artifact_path;artifact_sha256;member_path;member_sha256;member_elf_soname;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-6ea790cafac47e460e89	evidence-supply/responses/SUP-02/SUP02-CER-6ea790cafac47e460e89/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-706bd01fdd0555fcabc9	SUP02-CER-706bd01fdd0555fcabc9	generic-root-review:706bd01fdd0555fcabc9	gpkg/harfbuzz	f353d5f116250f7bcab7ecf062cdb13728b0ecc8	BA-001	build-invocation-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_root;recipe_tree;build_run_id;build_started_at_utc;build_finished_at_utc;working_directory;invocation_argv;input_source_digests;build_script_digest;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-706bd01fdd0555fcabc9	evidence-supply/responses/SUP-02/SUP02-CER-706bd01fdd0555fcabc9/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-706bd01fdd0555fcabc9	SUP02-CER-706bd01fdd0555fcabc9	generic-root-review:706bd01fdd0555fcabc9	gpkg/harfbuzz	f353d5f116250f7bcab7ecf062cdb13728b0ecc8	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-706bd01fdd0555fcabc9	evidence-supply/responses/SUP-02/SUP02-CER-706bd01fdd0555fcabc9/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-706bd01fdd0555fcabc9	SUP02-CER-706bd01fdd0555fcabc9	generic-root-review:706bd01fdd0555fcabc9	gpkg/harfbuzz	f353d5f116250f7bcab7ecf062cdb13728b0ecc8	BA-003	build-output-manifest.tsv	TSV_WITH_ROWS	request_id;root_review_id;recipe_root;recipe_tree;build_run_id;package_name;package_version;package_revision;artifact_path;artifact_sha256;member_path;member_sha256;member_elf_soname;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-706bd01fdd0555fcabc9	evidence-supply/responses/SUP-02/SUP02-CER-706bd01fdd0555fcabc9/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-778b62f6da21fd02f1bb	SUP02-CER-778b62f6da21fd02f1bb	generic-root-review:778b62f6da21fd02f1bb	gpkg/libxkbcommon	5fda5da07e6b38230082785d352adc4e6fb9c4da	BA-001	build-invocation-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_root;recipe_tree;build_run_id;build_started_at_utc;build_finished_at_utc;working_directory;invocation_argv;input_source_digests;build_script_digest;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-778b62f6da21fd02f1bb	evidence-supply/responses/SUP-02/SUP02-CER-778b62f6da21fd02f1bb/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-778b62f6da21fd02f1bb	SUP02-CER-778b62f6da21fd02f1bb	generic-root-review:778b62f6da21fd02f1bb	gpkg/libxkbcommon	5fda5da07e6b38230082785d352adc4e6fb9c4da	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-778b62f6da21fd02f1bb	evidence-supply/responses/SUP-02/SUP02-CER-778b62f6da21fd02f1bb/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-778b62f6da21fd02f1bb	SUP02-CER-778b62f6da21fd02f1bb	generic-root-review:778b62f6da21fd02f1bb	gpkg/libxkbcommon	5fda5da07e6b38230082785d352adc4e6fb9c4da	BA-003	build-output-manifest.tsv	TSV_WITH_ROWS	request_id;root_review_id;recipe_root;recipe_tree;build_run_id;package_name;package_version;package_revision;artifact_path;artifact_sha256;member_path;member_sha256;member_elf_soname;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-778b62f6da21fd02f1bb	evidence-supply/responses/SUP-02/SUP02-CER-778b62f6da21fd02f1bb/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-7ddd185f55bd2a91009e	SUP02-CER-7ddd185f55bd2a91009e	generic-root-review:7ddd185f55bd2a91009e	gpkg/libdatrie	d773dbb3e0ad7eb29f323f75cb731e30eff66904	BA-001	build-invocation-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_root;recipe_tree;build_run_id;build_started_at_utc;build_finished_at_utc;working_directory;invocation_argv;input_source_digests;build_script_digest;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-7ddd185f55bd2a91009e	evidence-supply/responses/SUP-02/SUP02-CER-7ddd185f55bd2a91009e/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-7ddd185f55bd2a91009e	SUP02-CER-7ddd185f55bd2a91009e	generic-root-review:7ddd185f55bd2a91009e	gpkg/libdatrie	d773dbb3e0ad7eb29f323f75cb731e30eff66904	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-7ddd185f55bd2a91009e	evidence-supply/responses/SUP-02/SUP02-CER-7ddd185f55bd2a91009e/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-7ddd185f55bd2a91009e	SUP02-CER-7ddd185f55bd2a91009e	generic-root-review:7ddd185f55bd2a91009e	gpkg/libdatrie	d773dbb3e0ad7eb29f323f75cb731e30eff66904	BA-003	build-output-manifest.tsv	TSV_WITH_ROWS	request_id;root_review_id;recipe_root;recipe_tree;build_run_id;package_name;package_version;package_revision;artifact_path;artifact_sha256;member_path;member_sha256;member_elf_soname;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-7ddd185f55bd2a91009e	evidence-supply/responses/SUP-02/SUP02-CER-7ddd185f55bd2a91009e/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-871a690716276e3765a2	SUP02-CER-871a690716276e3765a2	generic-root-review:871a690716276e3765a2	gpkg/libxcomposite	5df15021d34e11560691926e2054272b5d3b6984	BA-001	build-invocation-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_root;recipe_tree;build_run_id;build_started_at_utc;build_finished_at_utc;working_directory;invocation_argv;input_source_digests;build_script_digest;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-871a690716276e3765a2	evidence-supply/responses/SUP-02/SUP02-CER-871a690716276e3765a2/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-871a690716276e3765a2	SUP02-CER-871a690716276e3765a2	generic-root-review:871a690716276e3765a2	gpkg/libxcomposite	5df15021d34e11560691926e2054272b5d3b6984	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-871a690716276e3765a2	evidence-supply/responses/SUP-02/SUP02-CER-871a690716276e3765a2/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-871a690716276e3765a2	SUP02-CER-871a690716276e3765a2	generic-root-review:871a690716276e3765a2	gpkg/libxcomposite	5df15021d34e11560691926e2054272b5d3b6984	BA-003	build-output-manifest.tsv	TSV_WITH_ROWS	request_id;root_review_id;recipe_root;recipe_tree;build_run_id;package_name;package_version;package_revision;artifact_path;artifact_sha256;member_path;member_sha256;member_elf_soname;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-871a690716276e3765a2	evidence-supply/responses/SUP-02/SUP02-CER-871a690716276e3765a2/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-88cec59d1ec77cd9f7bd	SUP02-CER-88cec59d1ec77cd9f7bd	generic-root-review:88cec59d1ec77cd9f7bd	gpkg/libthai	4943c66ff96eeddc0d6d05a57fb24418fb0cd7d2	BA-001	build-invocation-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_root;recipe_tree;build_run_id;build_started_at_utc;build_finished_at_utc;working_directory;invocation_argv;input_source_digests;build_script_digest;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-88cec59d1ec77cd9f7bd	evidence-supply/responses/SUP-02/SUP02-CER-88cec59d1ec77cd9f7bd/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-88cec59d1ec77cd9f7bd	SUP02-CER-88cec59d1ec77cd9f7bd	generic-root-review:88cec59d1ec77cd9f7bd	gpkg/libthai	4943c66ff96eeddc0d6d05a57fb24418fb0cd7d2	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-88cec59d1ec77cd9f7bd	evidence-supply/responses/SUP-02/SUP02-CER-88cec59d1ec77cd9f7bd/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-88cec59d1ec77cd9f7bd	SUP02-CER-88cec59d1ec77cd9f7bd	generic-root-review:88cec59d1ec77cd9f7bd	gpkg/libthai	4943c66ff96eeddc0d6d05a57fb24418fb0cd7d2	BA-003	build-output-manifest.tsv	TSV_WITH_ROWS	request_id;root_review_id;recipe_root;recipe_tree;build_run_id;package_name;package_version;package_revision;artifact_path;artifact_sha256;member_path;member_sha256;member_elf_soname;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-88cec59d1ec77cd9f7bd	evidence-supply/responses/SUP-02/SUP02-CER-88cec59d1ec77cd9f7bd/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-89ca3d57915910fa5a81	SUP02-CER-89ca3d57915910fa5a81	generic-root-review:89ca3d57915910fa5a81	gpkg/alsa-lib	56309a1362140190ab6b3cadd4725447d8a9eb59	BA-001	build-invocation-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_root;recipe_tree;build_run_id;build_started_at_utc;build_finished_at_utc;working_directory;invocation_argv;input_source_digests;build_script_digest;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-89ca3d57915910fa5a81	evidence-supply/responses/SUP-02/SUP02-CER-89ca3d57915910fa5a81/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-89ca3d57915910fa5a81	SUP02-CER-89ca3d57915910fa5a81	generic-root-review:89ca3d57915910fa5a81	gpkg/alsa-lib	56309a1362140190ab6b3cadd4725447d8a9eb59	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-89ca3d57915910fa5a81	evidence-supply/responses/SUP-02/SUP02-CER-89ca3d57915910fa5a81/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
